symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
HFCL,HFCL Limited,Technology,15.0,7.0,3.5,4.5,3,0.64,2.0,41.8,2.0,33.6,7.0,1.5,11.8,1.0,35.3,1.0,78.3,3.5,3.0,23615870,1.5,22631.0,4.5,NONE
NAUKRI,Info Edge (India) Limited,Communication Services,15.0,5.5,4.5,5.0,1,0.32,2.5,26.8,2.0,39.2,5.5,2.0,38.1,1.5,47.5,1.0,47.7,4.5,3.0,1422125,2.0,60117.0,5.0,NONE
IRB,IRB Infrastructure Developers Limited,Industrials,15.0,6.5,4.0,4.5,1,-0.09,3.0,24.3,2.5,26.4,6.5,1.5,14.0,2.0,67.6,0.5,32.7,4.0,3.0,19503377,1.5,24518.0,4.5,NONE
APOLLOTYRE,Apollo Tyres Limited,Consumer Cyclical,15.0,6.0,4.5,4.5,1,0.19,2.5,26.1,2.5,26.0,6.0,2.0,34.0,1.5,49.7,1.0,47.8,4.5,3.0,1073369,1.5,24955.0,4.5,NONE
HAL,Hindustan Aeronautics Limited,Industrials,15.0,6.5,3.5,5.0,2,0.55,2.5,27.8,2.0,31.2,6.5,1.5,13.5,1.5,71.6,0.5,27.6,3.5,3.0,1379094,2.0,293338.0,5.0,NONE
FINPIPE,Finolex Industries Limited,Industrials,15.0,6.5,4.5,4.0,2,0.57,2.5,28.9,2.0,34.4,6.5,1.5,16.0,2.0,59.4,1.0,40.8,4.5,2.5,903094,1.5,10262.0,4.0,NONE
EPL,EPL Limited,Consumer Cyclical,15.0,7.0,4.5,3.5,2,0.43,2.5,29.9,2.5,25.5,7.0,1.5,19.6,2.0,56.3,1.0,43.4,4.5,2.5,723032,1.0,6895.0,3.5,NONE
MARKSANS,Marksans Pharma Limited,Healthcare,15.0,7.0,4.0,4.0,4,0.98,2.0,37.2,1.0,40.3,7.0,1.5,17.7,1.5,44.1,1.0,47.3,4.0,3.0,1145627,1.0,9401.0,4.0,NONE
ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,15.0,7.5,4.0,3.5,2,0.43,2.5,28.0,3.0,12.0,7.5,2.0,30.9,1.0,30.8,1.0,45.3,4.0,2.0,261374,1.5,29747.0,3.5,NONE
KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,15.0,7.0,4.5,3.5,2,,2.5,32.5,2.5,26.3,7.0,2.0,38.4,1.5,43.8,1.0,58.2,4.5,2.0,451894,1.5,30477.0,3.5,NONE
CANFINHOME,Can Fin Homes Limited,Financial Services,15.0,7.5,4.0,3.5,2,0.43,2.5,26.4,3.0,16.6,7.5,2.0,29.7,1.0,38.7,1.0,67.6,4.0,2.0,228563,1.5,11312.0,3.5,NONE
BLUESTARCO,Blue Star Limited,Industrials,15.0,7.0,4.0,4.0,2,,2.5,31.1,2.5,24.2,7.0,2.0,36.1,1.0,37.0,1.0,62.4,4.0,2.5,557977,1.5,34087.0,4.0,NONE
HONASA,Honasa Consumer Limited,Consumer Defensive,15.0,6.5,4.0,4.5,2,0.53,2.0,36.2,2.5,22.2,6.5,2.0,47.6,1.0,38.7,1.0,45.4,4.0,3.0,1077117,1.5,11522.0,4.5,NONE
BEML,BEML Limited,Industrials,15.0,6.0,5.0,4.0,3,0.76,2.0,43.7,1.0,42.7,6.0,2.0,20.4,2.0,54.2,1.0,45.7,5.0,2.5,784094,1.5,14893.0,4.0,NONE
J&KBANK,Jammu and Kashmir Bank Limited,Financial Services,15.0,7.5,3.0,4.5,2,0.49,2.5,34.4,3.0,14.3,7.5,1.0,8.7,2.0,63.5,0.0,13.8,3.0,3.0,3928958,1.5,14392.0,4.5,NONE
AZAD,AZAD,Industrials,15.0,6.5,5.0,3.5,2,,2.0,36.9,2.5,26.1,6.5,2.0,24.2,2.0,55.8,1.0,42.9,5.0,2.0,299042,1.5,13551.0,3.5,NONE
FINCABLES,Finolex Cables Limited,Industrials,15.0,7.0,4.5,3.5,2,0.49,2.5,30.6,2.5,27.6,7.0,1.5,19.0,2.0,58.7,1.0,43.2,4.5,2.0,356626,1.5,16072.0,3.5,NONE
ARVIND,Arvind Limited,Consumer Cyclical,15.0,6.5,4.5,4.0,2,,2.0,36.8,2.5,27.5,6.5,2.0,31.0,1.5,42.1,1.0,58.1,4.5,2.5,512963,1.5,11824.0,4.0,NONE
AMBUJACEM,Ambuja Cements Limited,Basic Materials,15.0,5.5,4.5,5.0,1,0.13,2.5,25.8,2.0,36.3,5.5,2.0,21.9,2.0,69.5,0.5,32.3,4.5,3.0,2465219,2.0,107779.0,5.0,NONE
JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,15.0,6.5,5.0,3.5,2,0.51,2.5,31.0,2.0,34.7,6.5,2.0,20.2,2.0,58.0,1.0,40.1,5.0,2.0,251614,1.5,15683.0,3.5,NONE
CIEINDIA,CIE Automotive India Limited,Consumer Cyclical,15.0,7.5,4.0,3.5,2,,2.5,28.1,3.0,19.6,7.5,2.0,23.0,2.0,66.4,0.0,23.6,4.0,2.0,302164,1.5,17479.0,3.5,NONE
ADANIPOWER,Adani Power Limited,Utilities,15.0,6.5,3.5,5.0,2,0.5,2.0,42.3,2.5,22.1,6.5,1.5,18.2,1.5,71.8,0.5,27.2,3.5,3.0,34293857,2.0,426828.0,5.0,NONE
INDUSINDBK,IndusInd Bank Limited,Financial Services,15.0,7.0,3.0,5.0,2,0.56,2.5,28.3,2.5,22.0,7.0,2.0,49.4,0.0,16.6,1.0,81.7,3.0,3.0,4566443,2.0,69060.0,5.0,NONE
CANHLIFE,CANHLIFE,Financial Services,15.0,7.5,3.0,4.5,2,,2.5,33.8,3.0,12.0,7.5,2.0,22.8,1.0,75.2,0.0,24.8,3.0,3.0,2211687,1.5,12832.0,4.5,NONE
AXISBANK,Axis Bank Limited,Financial Services,15.0,8.0,2.0,5.0,2,0.45,3.0,23.3,3.0,17.2,8.0,1.0,69.4,0.0,2.8,1.0,90.3,2.0,3.0,6647762,2.0,387052.0,5.0,NONE
AFCONS,AFCONS,Industrials,15.0,5.5,5.0,4.5,2,,2.5,29.0,1.0,41.8,5.5,2.0,25.8,2.0,58.6,1.0,43.5,5.0,3.0,1039877,1.5,12376.0,4.5,NONE
GPIL,Godawari Power & Ispat Limited,Basic Materials,15.0,7.0,3.5,4.5,2,0.57,2.0,36.6,3.0,20.0,7.0,1.0,4.5,2.0,63.4,0.5,34.6,3.5,3.0,2586021,1.5,18720.0,4.5,NONE
GRANULES,Granules India Limited,Healthcare,15.0,6.5,4.0,4.5,1,0.01,2.5,29.4,3.0,18.8,6.5,2.0,22.0,1.0,39.3,1.0,59.9,4.0,3.0,1173830,1.5,18243.0,4.5,NONE
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,15.0,6.5,4.5,4.0,1,0.31,3.0,23.1,2.5,28.8,6.5,2.0,27.6,2.0,59.7,0.5,37.2,4.5,2.0,415955,2.0,415672.0,4.0,NONE
BSOFT,Birlasoft Limited,Technology,14.5,6.0,4.5,4.0,2,0.48,2.0,36.2,2.0,33.2,6.0,2.0,30.6,1.5,41.0,1.0,59.4,4.5,3.0,1606691,1.0,8787.0,4.0,NONE
LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,14.5,6.0,5.0,3.5,1,0.11,2.5,29.2,2.5,24.4,6.0,2.0,29.8,2.0,54.9,1.0,45.3,5.0,2.0,326704,1.5,26765.0,3.5,NONE
ITCHOTELS,ITCHOTELS,Consumer Cyclical,14.5,5.5,4.5,4.5,2,,2.5,29.9,1.0,45.9,5.5,2.0,29.7,1.5,46.4,1.0,53.5,4.5,3.0,4022666,1.5,32386.0,4.5,NONE
ANGELONE,Angel One Limited,Financial Services,14.5,5.0,5.0,4.5,1,0.16,2.0,41.9,2.0,35.1,5.0,2.0,23.1,2.0,50.8,1.0,48.0,5.0,3.0,10117234,1.5,27985.0,4.5,NONE
HSCL,Himadri Speciality Chemical Limited,Basic Materials,14.5,6.5,3.5,4.5,1,0.38,2.5,31.8,3.0,18.5,6.5,1.0,5.6,2.0,60.4,0.5,36.8,3.5,3.0,2779595,1.5,30071.0,4.5,NONE
MCX,Multi Commodity Exchange of India Limited,Financial Services,14.5,7.0,2.5,5.0,2,,2.0,37.3,3.0,18.1,7.0,1.5,51.7,0.0,15.0,1.0,85.0,2.5,3.0,3204048,2.0,86306.0,5.0,NONE
GABRIEL,Gabriel India Limited,Consumer Cyclical,14.5,6.0,4.5,4.0,3,0.72,1.0,54.1,2.0,37.4,6.0,1.5,18.6,2.0,56.0,1.0,43.9,4.5,2.5,501008,1.5,15672.0,4.0,NONE
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,14.5,7.0,3.0,4.5,2,,2.5,28.6,2.5,25.9,7.0,1.5,14.5,1.0,76.9,0.5,33.8,3.0,3.0,3424085,1.5,14748.0,4.5,NONE
APOLLO,Apollo Micro Systems Limited,Industrials,14.5,6.0,4.0,4.5,4,1.17,1.0,59.9,1.0,47.0,6.0,1.0,1.0,2.0,56.2,1.0,51.8,4.0,3.0,9201735,1.5,10524.0,4.5,NONE
ABSLAMC,Aditya Birla Sun Life AMC Limited,Financial Services,14.5,6.5,4.5,3.5,1,0.34,2.5,34.2,3.0,20.0,6.5,2.0,41.8,1.5,44.8,1.0,52.8,4.5,2.0,391666,1.5,29788.0,3.5,NONE
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,14.5,5.5,4.5,4.5,1,0.09,2.5,30.2,2.0,31.0,5.5,2.0,21.2,2.0,61.7,0.5,38.6,4.5,3.0,7901996,1.5,26573.0,4.5,NONE
IFCI,IFCI Limited,Financial Services,14.5,7.0,3.0,4.5,3,1.38,2.0,49.4,2.0,34.8,7.0,1.0,3.0,1.5,73.1,0.5,27.3,3.0,3.0,20563265,1.5,17052.0,4.5,NONE
IIFLCAPS,IIFL Capital Services Limited,Financial Services,14.5,6.0,4.5,4.0,2,0.55,2.0,48.1,2.0,37.7,6.0,1.5,13.5,2.0,62.0,1.0,40.7,4.5,2.5,714782,1.5,10681.0,4.0,NONE
LTFOODS,LT Foods Limited,Consumer Defensive,14.5,6.0,4.0,4.5,2,0.43,2.0,42.4,2.0,33.5,6.0,1.5,15.1,2.0,61.4,0.5,35.5,4.0,3.0,1343473,1.5,14215.0,4.5,NONE
ICICIBANK,ICICI Bank Limited,Financial Services,14.5,7.0,2.5,5.0,1,0.28,3.0,17.8,3.0,18.4,7.0,1.5,56.2,0.0,3.0,1.0,99.5,2.5,3.0,12434864,2.0,892141.0,5.0,NONE
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,14.5,6.5,3.5,4.5,2,0.54,2.0,40.6,2.5,22.9,6.5,1.5,14.0,1.0,37.3,1.0,58.7,3.5,3.0,6431307,1.5,10733.0,4.5,NONE
KAJARIACER,Kajaria Ceramics Limited,Industrials,14.5,6.5,4.5,3.5,2,0.58,2.5,31.7,2.0,31.8,6.5,2.0,28.2,1.5,48.2,1.0,51.8,4.5,2.0,370884,1.5,16953.0,3.5,NONE
CHALET,Chalet Hotels Limited,Consumer Cyclical,14.5,6.5,4.5,3.5,2,,2.5,28.3,2.0,34.0,6.5,2.0,25.5,2.0,67.5,0.5,32.6,4.5,2.0,224216,1.5,17183.0,3.5,NONE
ACUTAAS,Acutaas Chemicals Limited,Basic Materials,14.5,7.0,4.0,3.5,2,,2.0,41.6,3.0,17.5,7.0,2.0,27.2,1.0,37.6,1.0,58.5,4.0,2.0,396571,1.5,22359.0,3.5,NONE
FIRSTCRY,FIRSTCRY,Consumer Cyclical,14.5,5.0,5.0,4.5,2,,2.0,48.7,1.0,49.8,5.0,2.0,24.5,2.0,59.6,1.0,48.3,5.0,3.0,3568496,1.5,10879.0,4.5,NONE
NAVA,Nava Limited,Industrials,14.5,6.5,4.0,4.0,2,,2.0,39.8,2.5,29.1,6.5,1.0,5.6,2.0,52.4,1.0,46.3,4.0,2.5,841051,1.5,17787.0,4.0,NONE
CGCL,Capri Global Capital Limited,Financial Services,14.5,5.5,4.5,4.5,1,-0.05,2.0,37.1,2.5,27.3,5.5,2.0,21.0,2.0,66.2,0.5,30.6,4.5,3.0,3323039,1.5,17801.0,4.5,NONE
DATAPATTNS,Data Patterns (India) Limited,Industrials,14.5,6.0,4.5,4.0,2,,2.0,46.9,2.0,31.0,6.0,1.5,15.4,2.0,54.7,1.0,42.3,4.5,2.5,744114,1.5,21702.0,4.0,NONE
NATCOPHARM,NATCO Pharma Limited,Healthcare,14.5,5.5,4.5,4.5,1,0.26,2.0,35.0,2.5,23.2,5.5,1.5,10.8,2.0,51.0,1.0,46.6,4.5,3.0,1166869,1.5,21477.0,4.5,NONE
KPIL,Kalpataru Projects International Limited,Industrials,14.5,7.0,4.0,3.5,2,,2.5,29.3,2.5,22.5,7.0,2.0,48.5,1.0,33.7,1.0,66.3,4.0,2.0,237606,1.5,21476.0,3.5,NONE
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,14.5,6.5,3.0,5.0,1,0.31,3.0,20.9,2.5,20.6,6.5,2.0,46.4,0.0,28.8,1.0,73.5,3.0,3.0,17466322,2.0,384978.0,5.0,NONE
EMAMILTD,Emami Limited,Consumer Defensive,14.5,5.5,5.0,4.0,1,0.22,2.5,26.2,2.0,36.9,5.5,2.0,30.6,2.0,57.0,1.0,44.2,5.0,2.5,598283,1.5,18684.0,4.0,NONE
CREDITACC,CreditAccess Grameen Limited,Financial Services,14.5,6.5,4.0,4.0,2,,2.0,40.2,2.5,23.2,6.5,1.5,16.6,2.0,66.2,0.5,33.6,4.0,2.5,619504,1.5,21054.0,4.0,NONE
LODHA,Lodha Developers Limited,Real Estate,14.5,5.5,4.0,5.0,3,0.6,2.5,33.6,0.0,55.2,5.5,1.5,17.8,1.5,72.3,1.0,44.9,4.0,3.0,1743034,2.0,84903.0,5.0,SEVERE_DRAWDOWN
BLACKBUCK,BlackBuck Limited,Technology,14.5,6.5,4.0,4.0,2,,2.0,44.6,2.5,28.0,6.5,2.0,49.1,1.0,30.9,1.0,58.9,4.0,3.0,1221094,1.0,9653.0,4.0,NONE
INDIANB,Indian Bank,Financial Services,14.5,6.5,3.0,5.0,1,0.35,2.5,31.2,3.0,17.9,6.5,1.5,16.3,1.0,75.9,0.5,26.2,3.0,3.0,2099542,2.0,110532.0,5.0,NONE
BALKRISIND,Balkrishna Industries Limited,Consumer Cyclical,14.5,6.0,5.0,3.5,1,0.32,2.5,29.7,2.5,26.1,6.0,2.0,30.8,2.0,58.6,1.0,41.4,5.0,2.0,253148,1.5,41530.0,3.5,NONE
GOLDIAM,Goldiam International Limited,Consumer Cyclical,14.5,8.0,3.5,3.0,4,0.97,2.0,50.0,2.0,34.9,8.0,1.0,0.4,2.0,61.2,0.5,37.8,3.5,2.5,676833,0.5,4275.0,3.0,NONE
ASTERDM,Aster DM Healthcare Limited,Healthcare,14.5,6.0,4.5,4.0,1,-0.06,2.5,31.0,2.5,25.6,6.0,2.0,32.0,2.0,53.3,0.5,37.0,4.5,2.5,972738,1.5,38959.0,4.0,NONE
FEDERALBNK,The Federal Bank Limited,Financial Services,14.5,7.0,2.5,5.0,1,0.33,3.0,24.5,3.0,15.2,7.0,1.5,53.9,0.0,9.7,1.0,83.0,2.5,3.0,8823046,2.0,69314.0,5.0,NONE
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,14.5,6.0,4.0,4.5,1,0.16,3.0,21.1,2.0,38.0,6.0,1.5,16.2,2.0,62.4,0.5,37.6,4.0,3.0,1317398,1.5,42876.0,4.5,NONE
NEPHROPLUS,NEPHROPLUS,Healthcare,14.5,7.0,4.5,3.0,2,,2.0,44.7,3.0,17.4,7.0,2.0,32.3,2.0,54.7,0.5,26.1,4.5,2.0,401043,1.0,6461.0,3.0,NONE
AVL,Aditya Vision Limited,Consumer Cyclical,14.5,6.5,5.0,3.0,2,,2.0,37.6,2.5,25.4,6.5,2.0,30.9,2.0,56.3,1.0,44.5,5.0,2.0,362348,1.0,7130.0,3.0,NONE
JSFB,Jana Small Finance Bank Limited,Financial Services,14.5,7.0,4.5,3.0,3,0.68,2.0,37.7,2.0,34.6,7.0,1.5,14.0,2.0,57.4,1.0,55.7,4.5,2.0,357589,1.0,5170.0,3.0,NONE
NLCINDIA,NLC India Limited,Utilities,14.5,7.0,3.0,4.5,2,,2.0,35.8,3.0,17.2,7.0,1.5,15.1,1.0,75.2,0.5,25.8,3.0,3.0,2738600,1.5,48921.0,4.5,NONE
KEI,KEI Industries Limited,Industrials,14.5,7.0,4.0,3.5,2,0.51,2.5,30.3,2.5,23.3,7.0,2.0,42.1,1.0,36.0,1.0,63.9,4.0,2.0,327262,1.5,48924.0,3.5,NONE
GROWW,GROWW,Financial Services,14.5,5.5,4.0,5.0,2,,1.0,59.8,2.5,24.3,5.5,2.0,34.4,1.5,49.8,0.5,33.1,4.0,3.0,66569917,2.0,116197.0,5.0,NONE
ALKEM,Alkem Laboratories Limited,Healthcare,14.5,7.0,4.5,3.0,1,0.29,3.0,22.5,3.0,12.0,7.0,2.0,24.8,2.0,62.9,0.5,32.8,4.5,1.0,144913,2.0,65593.0,3.0,NONE
COROMANDEL,Coromandel International Limited,Basic Materials,14.5,5.5,5.0,4.0,1,0.23,2.5,33.7,2.0,31.1,5.5,2.0,21.6,2.0,60.0,1.0,40.0,5.0,2.0,497258,2.0,54989.0,4.0,NONE
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,14.5,8.0,2.0,4.5,2,0.47,3.0,22.0,3.0,17.9,8.0,1.0,81.5,0.0,2.0,1.0,48.6,2.0,2.5,678671,2.0,91565.0,4.5,NONE
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,14.5,7.0,2.5,5.0,1,0.29,3.0,23.1,3.0,14.5,7.0,1.5,51.2,0.0,29.5,1.0,72.1,2.5,3.0,1808303,2.0,111293.0,5.0,NONE
IPCALAB,Ipca Laboratories Limited,Healthcare,14.5,6.5,4.5,3.5,1,0.07,2.5,30.0,3.0,17.5,6.5,2.0,44.3,1.5,45.1,1.0,58.4,4.5,2.0,245976,1.5,40720.0,3.5,NONE
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,14.5,6.0,4.0,4.5,1,0.29,2.5,27.0,2.5,21.7,6.0,2.0,43.6,1.0,35.9,1.0,64.1,4.0,2.5,656344,2.0,52483.0,4.5,NONE
NCC,NCC Limited,Industrials,14.0,5.5,4.0,4.5,2,,2.5,28.4,1.0,44.9,5.5,2.0,22.9,1.0,35.6,1.0,64.7,4.0,3.0,3386011,1.5,10088.0,4.5,NONE
BAJEL,Bajel Projects Limited,Utilities,14.0,7.0,4.0,3.0,4,0.99,2.0,44.7,1.0,46.7,7.0,1.0,9.7,2.0,62.8,1.0,49.1,4.0,2.5,607555,0.5,2044.0,3.0,NONE
MFSL,Max Financial Services Limited,Financial Services,14.0,7.5,2.0,4.5,2,,3.0,24.4,2.5,21.7,7.5,1.0,82.8,0.0,2.1,1.0,60.0,2.0,2.5,785836,2.0,55089.0,4.5,NONE
ABLBL,ABLBL,Consumer Cyclical,14.0,5.0,4.5,4.5,2,,2.0,37.6,1.0,46.6,5.0,1.5,18.3,2.0,57.3,1.0,56.6,4.5,3.0,2145785,1.5,12642.0,4.5,NONE
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,14.0,7.0,3.0,4.0,1,0.16,3.0,19.8,3.0,15.2,7.0,2.0,48.7,0.0,28.0,1.0,70.0,3.0,2.0,403758,2.0,116214.0,4.0,NONE
ACC,ACC Limited,Basic Materials,14.0,6.0,4.5,3.5,1,0.29,3.0,21.3,2.0,37.3,6.0,2.0,33.7,2.0,57.5,0.5,37.9,4.5,2.0,274954,1.5,25592.0,3.5,NONE
GRAVITA,Gravita India Limited,Industrials,14.0,6.0,4.5,3.5,2,,2.0,36.1,2.0,38.7,6.0,1.5,12.5,2.0,59.4,1.0,41.9,4.5,2.0,310248,1.5,12296.0,3.5,NONE
IIFL,IIFL Finance Limited,Financial Services,14.0,5.0,4.5,4.5,1,0.25,2.0,39.2,2.0,36.5,5.0,2.0,29.3,1.5,48.4,1.0,52.7,4.5,3.0,2117092,1.5,19767.0,4.5,NONE
INDIAMART,IndiaMART InterMESH Limited,Communication Services,14.0,6.5,5.0,2.5,1,0.26,3.0,24.6,2.5,28.6,6.5,2.0,22.1,2.0,50.4,1.0,43.3,5.0,1.0,121335,1.5,11761.0,2.5,NONE
AWL,AWL Agri Business Limited,Consumer Defensive,14.0,5.5,4.0,4.5,1,-0.16,2.5,28.5,2.0,38.6,5.5,1.5,14.9,2.0,67.2,0.5,34.3,4.0,3.0,2987025,1.5,25841.0,4.5,NONE
ASTRAMICRO,Astra Microwave Products Limited,Technology,14.0,6.5,4.0,3.5,2,0.45,2.0,39.2,2.5,27.2,6.5,2.0,20.5,1.0,31.4,1.0,78.7,4.0,2.0,474978,1.5,10507.0,3.5,NONE
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,Industrials,14.0,8.0,3.5,2.5,3,0.72,3.0,24.7,2.0,32.8,8.0,1.0,2.4,2.0,63.0,0.5,37.5,3.5,2.0,228217,0.5,3327.0,2.5,NONE
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,14.0,5.0,5.0,4.0,1,0.37,2.0,39.2,2.0,34.7,5.0,2.0,26.4,2.0,50.9,1.0,45.1,5.0,2.5,502625,1.5,11542.0,4.0,NONE
MANKIND,Mankind Pharma Limited,Healthcare,14.0,7.0,3.0,4.0,2,0.47,2.5,25.2,2.5,28.5,7.0,1.5,18.3,1.0,75.3,0.5,27.3,3.0,2.0,494857,2.0,103331.0,4.0,NONE
MINDACORP,Minda Corporation Limited,Consumer Cyclical,14.0,6.0,4.5,3.5,1,0.37,2.5,31.9,2.5,20.8,6.0,2.0,27.1,2.0,67.5,0.5,32.5,4.5,2.0,482752,1.5,12361.0,3.5,NONE
MEDPLUS,MedPlus Health Services Limited,Healthcare,14.0,7.0,4.5,2.5,2,0.43,2.5,28.8,2.5,24.1,7.0,2.0,37.0,1.5,41.7,1.0,58.0,4.5,1.0,190381,1.5,11412.0,2.5,NONE
MPHASIS,Mphasis Limited,Technology,14.0,6.5,3.5,4.0,2,0.43,2.5,27.3,2.0,31.8,6.5,1.5,52.6,1.0,31.2,1.0,68.8,3.5,2.5,546853,1.5,39751.0,4.0,NONE
NORTHARC,Northern Arc Capital Limited,Financial Services,14.0,6.5,4.0,3.5,2,,2.0,42.6,2.5,28.3,6.5,1.0,8.9,2.0,56.0,1.0,56.4,4.0,3.0,1272459,0.5,4543.0,3.5,NONE
KPIGREEN,KPI Green Energy Limited,Utilities,14.0,6.0,4.0,4.0,2,,2.0,44.1,2.0,38.9,6.0,1.0,4.2,2.0,52.6,1.0,43.6,4.0,3.0,1514422,1.0,8300.0,4.0,NONE
EMIL,Electronics Mart India Limited,Consumer Cyclical,14.0,6.0,4.5,3.5,3,0.62,2.0,45.9,1.0,47.6,6.0,2.0,27.4,2.0,65.2,0.5,34.8,4.5,3.0,1883114,0.5,4613.0,3.5,NONE
CCL,CCL Products (India) Limited,Consumer Defensive,14.0,6.0,4.5,3.5,1,0.02,2.0,35.4,3.0,14.8,6.0,2.0,24.9,1.5,49.2,1.0,51.1,4.5,2.0,415523,1.5,14869.0,3.5,NONE
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,14.0,7.0,3.5,3.5,4,0.95,1.0,57.1,2.0,30.2,7.0,1.0,6.7,2.0,62.4,0.5,39.9,3.5,3.0,2304020,0.5,2937.0,3.5,NONE
ADVENZYMES,Advanced Enzyme Technologies Limited,Basic Materials,14.0,7.5,4.0,2.5,3,0.69,2.0,39.3,2.5,29.2,7.5,1.5,18.7,2.0,55.5,0.5,32.9,4.0,2.0,372131,0.5,4073.0,2.5,NONE
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,14.0,6.0,4.5,3.5,2,,2.0,38.1,2.0,37.6,6.0,2.0,31.0,1.5,46.9,1.0,52.5,4.5,2.0,243501,1.5,31134.0,3.5,NONE
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,14.0,7.5,1.5,5.0,2,0.49,3.0,22.4,2.5,26.9,7.5,1.0,68.9,0.0,23.7,0.5,25.3,1.5,3.0,1253969,2.0,77606.0,5.0,NONE
ICICIAMC,ICICIAMC,Financial Services,14.0,7.0,2.5,4.5,2,,2.0,37.6,3.0,14.6,7.0,1.5,60.0,1.0,34.6,0.0,12.4,2.5,2.5,876695,2.0,158143.0,4.5,NONE
ELGIEQUIP,Elgi Equipments Limited,Industrials,14.0,6.0,4.0,4.0,1,0.04,2.5,34.1,2.5,30.0,6.0,1.5,15.9,1.5,46.2,1.0,60.2,4.0,2.5,655376,1.5,16495.0,4.0,NONE
AVALON,Avalon Technologies Limited,Technology,14.0,6.0,5.0,3.0,2,0.59,2.0,48.7,2.0,36.6,6.0,2.0,28.8,2.0,54.7,1.0,44.4,5.0,2.0,319598,1.0,8837.0,3.0,NONE
IRCON,Ircon International Limited,Industrials,14.0,6.0,3.5,4.5,3,0.76,2.0,41.7,1.0,47.0,6.0,1.0,3.2,2.0,65.2,0.5,34.8,3.5,3.0,5381201,1.5,13416.0,4.5,NONE
ADANIGREEN,Adani Green Energy Limited,Utilities,14.0,8.0,1.0,5.0,4,1.15,2.0,41.6,2.0,32.9,8.0,1.0,9.7,0.0,82.3,0.0,21.0,1.0,3.0,3267312,2.0,227146.0,5.0,NONE
ASIANTILES,Asian Granito India Limited,Industrials,14.0,6.5,4.0,3.5,2,0.43,2.0,44.5,2.5,28.2,6.5,1.0,0.4,2.0,60.2,1.0,49.4,4.0,3.0,2088248,0.5,1797.0,3.5,NONE
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,14.0,6.5,3.0,4.5,2,0.54,2.0,36.0,2.5,23.9,6.5,1.5,16.1,1.5,73.4,0.0,21.1,3.0,2.5,751350,2.0,132942.0,4.5,NONE
BIKAJI,Bikaji Foods International Limited,Consumer Defensive,14.0,6.5,4.0,3.5,1,0.29,3.0,23.8,2.5,24.7,6.5,1.5,19.3,1.5,73.9,1.0,84.2,4.0,2.0,217696,1.5,16776.0,3.5,NONE
EIDPARRY,E.I.D.- Parry (India) Limited,Basic Materials,13.5,5.5,4.5,3.5,1,0.1,2.5,28.5,2.0,38.0,5.5,2.0,21.3,1.5,48.0,1.0,52.4,4.5,2.0,241364,1.5,14046.0,3.5,NONE
JINDALSAW,Jindal Saw Limited,Basic Materials,13.5,5.0,4.0,4.5,1,0.33,2.0,43.7,2.0,38.4,5.0,1.5,10.4,2.0,66.3,0.5,34.6,4.0,3.0,4291079,1.5,14607.0,4.5,NONE
GRINDWELL,Grindwell Norton Limited,Industrials,13.5,7.0,5.0,1.5,2,0.5,2.5,28.9,2.5,25.9,7.0,2.0,21.6,2.0,58.3,1.0,41.7,5.0,0.0,59205,1.5,20593.0,1.5,LOW_LIQUIDITY
LGEINDIA,LGEINDIA,Technology,13.5,7.0,1.5,5.0,2,,2.5,28.7,2.5,21.9,7.0,1.0,6.9,0.0,85.0,0.5,,1.5,3.0,1524192,2.0,107232.0,5.0,NONE
FEDFINA,Fedbank Financial Services Limited,Financial Services,13.5,6.0,3.5,4.0,2,0.6,2.0,42.2,2.0,31.5,6.0,1.0,7.5,2.0,69.2,0.5,38.1,3.5,3.0,1159985,1.0,5674.0,4.0,NONE
