symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
OMINFRAL,Om Infra Limited,Industrials,9.5,5.0,3.5,1.0,2,,2.0,40.4,1.0,46.7,5.0,1.0,6.6,2.0,68.1,0.5,30.1,3.5,1.0,180573,0.0,848.0,1.0,NONE
OCCLLTD,OCCL Limited,Basic Materials,9.5,5.0,3.5,1.0,2,,2.0,47.1,1.0,48.5,5.0,1.0,4.7,2.0,58.2,0.5,,3.5,1.0,111501,0.0,462.0,1.0,NONE
KDDL,KDDL Limited,Consumer Cyclical,9.5,5.0,4.0,0.5,1,0.36,2.0,40.7,2.0,30.7,5.0,1.0,5.9,2.0,60.0,1.0,40.8,4.0,0.0,19217,0.5,2764.0,0.5,LOW_LIQUIDITY
GENCON,Generic Engineering Construction and Projects Limited,Industrials,9.5,5.0,2.5,2.0,2,0.45,1.0,51.8,2.0,32.6,5.0,0.0,0.0,2.0,63.9,0.5,28.7,2.5,2.0,229874,0.0,227.0,2.0,NONE
KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,9.5,6.0,3.0,0.5,1,0.26,2.5,34.2,2.5,30.0,6.0,1.0,8.1,1.5,74.3,0.5,28.7,3.0,0.0,51212,0.5,2778.0,0.5,LOW_LIQUIDITY
APCOTEXIND,Apcotex Industries Limited,Basic Materials,9.5,5.5,3.5,0.5,1,0.2,2.0,36.9,2.5,26.0,5.5,1.0,2.1,2.0,61.4,0.5,38.5,3.5,0.0,40209,0.5,2532.0,0.5,LOW_LIQUIDITY
MAITHANALL,Maithan Alloys Limited,Basic Materials,9.5,6.0,3.0,0.5,2,0.54,2.0,37.4,2.0,32.2,6.0,1.0,0.6,1.5,75.0,0.5,25.0,3.0,0.0,83213,0.5,2908.0,0.5,LOW_LIQUIDITY
IKIO,IKIO Technologies Limited,Technology,9.5,4.0,3.0,2.5,2,,2.0,42.1,0.0,54.2,4.0,1.0,1.2,1.5,73.8,0.5,26.2,3.0,2.0,251661,0.5,1206.0,2.5,SEVERE_DRAWDOWN
INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,9.5,6.5,2.0,1.0,2,0.59,2.0,42.9,2.5,21.9,6.5,0.0,0.0,1.5,48.6,0.5,31.4,2.0,1.0,104143,0.0,881.0,1.0,NONE
JAICORPLTD,Jai Corp Limited,Basic Materials,9.5,3.0,3.0,3.5,1,0.01,1.0,50.9,1.0,48.5,3.0,1.0,1.9,1.5,74.4,0.5,25.6,3.0,3.0,1732068,0.5,1975.0,3.5,NONE
JUNIPER,Juniper Hotels Limited,Consumer Cyclical,9.5,5.5,2.5,1.5,2,0.4,2.5,34.8,1.0,42.0,5.5,1.5,15.2,1.0,77.5,0.0,22.5,2.5,1.0,150635,0.5,4494.0,1.5,NONE
BAIDFIN,Baid Finserv Limited,Financial Services,9.5,6.0,2.5,1.0,2,,2.0,49.1,2.0,31.1,6.0,0.0,0.0,2.0,64.6,0.5,31.5,2.5,1.0,197225,0.0,180.0,1.0,NONE
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,9.5,3.0,3.0,3.5,2,0.56,1.0,51.5,0.0,51.6,3.0,1.0,2.4,1.5,49.1,0.5,37.9,3.0,3.0,27678322,0.5,2877.0,3.5,SEVERE_DRAWDOWN
KRYSTAL,KRYSTAL,Industrials,9.5,6.5,3.0,0.0,2,,2.0,42.2,2.5,27.5,6.5,1.0,3.8,1.5,72.6,0.5,28.1,3.0,0.0,47333,0.0,831.0,0.0,LOW_LIQUIDITY
ATLANTAELE,ATLANTAELE,Industrials,9.5,5.0,1.0,3.5,2,,1.0,60.1,2.0,32.7,5.0,1.0,3.8,0.0,87.3,0.0,0.8,1.0,2.0,327715,1.5,13324.0,3.5,HIGH_VOLATILITY
GODREJIND,Godrej Industries Limited,Industrials,9.5,5.0,1.0,3.5,2,,2.0,41.3,1.0,44.9,5.0,1.0,6.5,0.0,87.2,0.0,19.3,1.0,2.0,260185,1.5,38229.0,3.5,NONE
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,9.5,6.0,1.0,2.5,1,-0.03,2.0,38.4,3.0,17.1,6.0,1.0,0.1,0.0,0.0,0.0,13.9,1.0,2.0,222276,0.5,4691.0,2.5,NONE
ELDEHSG,Eldeco Housing and Industries Limited,Real Estate,9.5,6.5,3.0,0.0,2,0.51,2.0,45.3,2.5,23.1,6.5,1.0,8.0,1.5,70.2,0.5,36.8,3.0,0.0,3020,0.0,818.0,0.0,LOW_LIQUIDITY
CENTENKA,Century Enka Limited,Consumer Cyclical,9.5,6.0,3.5,0.0,1,0.1,2.5,25.6,2.5,28.2,6.0,1.5,11.0,1.0,38.7,1.0,63.4,3.5,0.0,19677,0.0,948.0,0.0,LOW_LIQUIDITY
BLUEDART,Blue Dart Express Limited,Industrials,9.5,5.5,2.5,1.5,1,0.38,2.5,31.0,2.0,33.7,5.5,1.5,14.0,1.0,76.3,0.0,23.7,2.5,0.0,59698,1.5,12032.0,1.5,LOW_LIQUIDITY
GOPAL,Gopal Snacks Limited,Consumer Defensive,9.5,7.0,1.0,1.5,3,0.76,2.0,36.7,2.0,34.9,7.0,1.0,5.4,0.0,81.5,0.0,17.6,1.0,1.0,140352,0.5,3623.0,1.5,NONE
MADRASFERT,Madras Fertilizers Limited,Basic Materials,9.5,5.0,2.0,2.5,2,,2.0,37.7,1.0,46.6,5.0,1.0,,1.0,,0.0,14.7,2.0,2.0,255662,0.5,1065.0,2.5,NONE
INGERRAND,Ingersoll-Rand (India) Limited,Industrials,9.5,6.0,2.0,1.5,1,0.27,2.5,25.5,2.5,25.3,6.0,1.0,9.1,1.0,75.2,0.0,23.1,2.0,0.0,14928,1.5,13886.0,1.5,LOW_LIQUIDITY
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,9.5,3.0,3.5,3.0,1,0.33,2.0,44.1,0.0,53.3,3.0,1.0,3.4,2.0,69.3,0.5,28.6,3.5,2.5,882226,0.5,4227.0,3.0,SEVERE_DRAWDOWN
ARTEMISMED,Artemis Medicare Services Limited,,9.5,7.0,1.5,1.0,2,,2.5,33.2,2.5,28.7,7.0,1.0,1.8,0.0,81.0,0.5,,1.5,1.0,177205,0.0,,1.0,NONE
BOROSCI,Borosil Scientific Limited,Consumer Cyclical,9.5,5.0,3.0,1.5,2,,2.0,44.5,1.0,44.9,5.0,1.0,0.0,1.5,73.1,0.5,26.6,3.0,1.0,121493,0.5,1053.0,1.5,NONE
GARUDA,GARUDA,Industrials,9.5,4.0,2.0,3.5,2,,1.0,62.7,1.0,45.2,4.0,1.0,0.4,1.0,76.9,0.0,24.6,2.0,3.0,2134540,0.5,1673.0,3.5,HIGH_VOLATILITY
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,9.5,1.0,4.5,4.0,1,-0.0,0.0,77.2,0.0,81.2,1.0,1.5,12.4,2.0,59.9,1.0,45.0,4.5,3.0,8644119,1.0,7622.0,4.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
HLEGLAS,HLE Glascoat Limited,Industrials,9.5,4.0,3.0,2.5,3,0.61,1.0,57.2,0.0,61.1,4.0,1.0,5.4,1.5,72.8,0.5,27.0,3.0,2.0,299534,0.5,2204.0,2.5,SEVERE_DRAWDOWN
NELCO,Nelco Limited,Technology,9.5,4.0,4.0,1.5,2,0.44,2.0,39.6,0.0,55.0,4.0,1.0,0.7,2.0,55.9,1.0,41.4,4.0,1.0,150642,0.5,1533.0,1.5,SEVERE_DRAWDOWN
ORICONENT,Oricon Enterprises Limited,Consumer Cyclical,9.5,6.0,1.0,2.5,1,0.15,2.0,35.6,3.0,9.9,6.0,0.0,0.0,1.0,77.7,0.0,5.6,1.0,2.0,309775,0.5,1026.0,2.5,NONE
KALPATARU,KALPATARU,Real Estate,9.5,5.0,1.5,3.0,2,,2.0,38.4,1.0,40.0,5.0,1.5,10.7,0.0,83.7,0.0,10.9,1.5,2.0,218760,1.0,6815.0,3.0,NONE
CRIZAC,CRIZAC,Consumer Defensive,9.5,4.0,2.0,3.5,2,,2.0,46.9,0.0,51.2,4.0,1.0,2.0,1.0,79.9,0.0,20.1,2.0,3.0,1667092,0.5,3676.0,3.5,SEVERE_DRAWDOWN
ABINFRA,ABINFRA,Industrials,9.5,6.0,0.5,3.0,3,0.63,2.0,44.8,1.0,40.3,6.0,0.0,0.0,0.0,84.0,0.5,28.9,0.5,3.0,1049981,0.0,838.0,3.0,NONE
JSLL,JSLL,Healthcare,9.5,4.0,2.5,3.0,4,1.19,0.0,93.2,0.0,81.4,4.0,1.0,0.2,1.0,75.0,0.5,30.7,2.5,2.0,248067,1.0,7944.0,3.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
HESTERBIO,Hester Biosciences Limited,Healthcare,9.5,5.5,3.5,0.5,2,0.43,2.5,33.5,1.0,42.4,5.5,1.0,0.4,2.0,68.8,0.5,29.4,3.5,0.0,7777,0.5,1558.0,0.5,LOW_LIQUIDITY
OSIAHYPER,Osia Hyper Retail Limited,Consumer Cyclical,9.5,4.0,3.0,2.5,3,0.61,1.0,59.7,0.0,89.8,4.0,1.0,,1.0,,1.0,62.4,3.0,2.5,985543,0.0,78.0,2.5,SEVERE_DRAWDOWN
KPEL,K.P. Energy Limited,Industrials,9.5,3.0,4.0,2.5,1,0.33,2.0,46.5,0.0,56.3,3.0,1.0,0.1,2.0,51.0,1.0,47.2,4.0,2.0,378528,0.5,2362.0,2.5,SEVERE_DRAWDOWN
MUKKA,Mukka Proteins Limited,Consumer Defensive,9.5,5.5,2.0,2.0,2,,2.5,32.0,1.0,42.1,5.5,0.0,0.0,1.5,74.5,0.5,26.6,2.0,2.0,489530,0.0,707.0,2.0,NONE
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,9.5,5.0,4.0,0.5,2,0.43,2.0,39.0,1.0,44.0,5.0,2.0,29.1,1.0,36.4,1.0,63.5,4.0,0.0,94314,0.5,2337.0,0.5,LOW_LIQUIDITY
JAYSREETEA,Jay Shree Tea & Industries Limited,Consumer Defensive,9.5,5.5,4.0,0.0,1,0.31,2.5,33.6,2.0,39.0,5.5,1.0,4.8,2.0,56.4,1.0,40.9,4.0,0.0,65493,0.0,261.0,0.0,LOW_LIQUIDITY
E2E,E2E Networks Limited,Technology,9.5,6.0,1.5,2.0,4,0.86,1.0,54.4,1.0,47.8,6.0,1.0,4.4,0.0,0.0,0.5,38.1,1.5,1.0,113857,1.0,6226.0,2.0,NONE
NURECA,Nureca Limited,Healthcare,9.5,7.0,2.5,0.0,3,0.66,2.0,49.7,2.0,37.8,7.0,0.0,0.0,2.0,68.1,0.5,28.8,2.5,0.0,28228,0.0,273.0,0.0,LOW_LIQUIDITY
JASH,Jash Engineering Limited,Industrials,9.5,4.5,3.5,1.5,1,-0.07,2.5,33.1,1.0,44.4,4.5,1.0,1.4,1.5,48.5,1.0,53.0,3.5,1.0,120517,0.5,2431.0,1.5,NONE
JAYBARMARU,Jay Bharat Maruti Limited,Consumer Cyclical,9.5,5.0,2.5,2.0,2,0.54,1.0,53.6,2.0,31.4,5.0,1.0,0.0,1.0,78.2,0.5,25.7,2.5,2.0,257380,0.0,926.0,2.0,NONE
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,9.5,3.0,4.0,2.5,1,0.23,2.0,42.8,0.0,55.6,3.0,1.5,12.2,1.5,43.5,1.0,57.2,4.0,2.5,621936,0.0,986.0,2.5,SEVERE_DRAWDOWN
IXIGO,IXIGO,Consumer Cyclical,9.5,3.0,2.5,4.0,2,,1.0,56.2,0.0,53.3,3.0,1.5,55.3,0.0,29.7,1.0,45.8,2.5,3.0,3451842,1.0,7257.0,4.0,SEVERE_DRAWDOWN
INNOVACAP,Innova Captab Limited,Healthcare,9.5,5.5,3.5,0.5,1,-0.11,2.5,34.1,2.0,31.8,5.5,1.5,19.3,1.5,72.2,0.5,27.8,3.5,0.0,65880,0.5,4912.0,0.5,LOW_LIQUIDITY
ELLEN,ELLEN,Basic Materials,9.5,4.0,2.5,3.0,2,,2.0,48.6,0.0,70.6,4.0,1.5,15.0,1.0,78.9,0.0,20.7,2.5,2.5,573523,0.5,3881.0,3.0,SEVERE_DRAWDOWN
AJAXENGG,AJAXENGG,Industrials,9.5,5.0,2.5,2.0,2,,2.0,36.6,1.0,44.0,5.0,1.5,13.1,1.0,80.0,0.0,16.9,2.5,1.0,120220,1.0,6023.0,2.0,NONE
GILLETTE,Gillette India Limited,Consumer Defensive,9.5,5.5,2.5,1.5,1,0.25,2.5,27.1,2.0,33.9,5.5,1.5,10.5,1.0,77.9,0.0,22.0,2.5,0.0,32471,1.5,25438.0,1.5,LOW_LIQUIDITY
GAYAHWS,Gayatri Highways Limited,Industrials,9.5,5.0,2.5,2.0,4,0.9,1.0,56.9,0.0,58.6,5.0,0.0,0.0,2.0,64.6,0.5,35.3,2.5,2.0,360158,0.0,57.0,2.0,SEVERE_DRAWDOWN
GTLINFRA,GTL Infrastructure Limited,Technology,9.5,3.0,3.0,3.5,2,,1.0,52.8,0.0,52.7,3.0,1.0,2.8,1.0,31.2,1.0,79.7,3.0,3.0,63454253,0.5,1729.0,3.5,SEVERE_DRAWDOWN
IRMENERGY,IRM Energy Limited,Utilities,9.0,3.0,2.5,3.5,2,,1.0,52.4,0.0,53.3,3.0,1.0,4.6,1.0,75.4,0.5,26.6,2.5,3.0,1554328,0.5,1176.0,3.5,SEVERE_DRAWDOWN
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,9.0,5.5,2.0,1.5,1,0.1,2.5,28.6,2.0,34.8,5.5,1.0,7.5,1.0,75.6,0.0,24.4,2.0,0.0,99517,1.5,41315.0,1.5,LOW_LIQUIDITY
HGINFRA,H.G. Infra Engineering Limited,Industrials,9.0,3.0,3.5,2.5,1,0.34,2.0,39.0,0.0,65.5,3.0,1.5,11.0,1.5,71.8,0.5,28.3,3.5,2.0,239735,0.5,3938.0,2.5,SEVERE_DRAWDOWN
IDEAFORGE,ideaForge Technology Limited,Technology,9.0,3.0,3.0,3.0,1,1.88,1.0,57.6,1.0,41.3,3.0,1.0,1.4,1.0,38.8,1.0,49.8,3.0,2.5,959655,0.5,3552.0,3.0,HIGH_BETA
GRPLTD,GRP Limited,Consumer Cyclical,9.0,5.0,4.0,0.0,2,,2.0,42.1,1.0,48.5,5.0,1.0,0.0,2.0,62.9,1.0,43.0,4.0,0.0,3978,0.0,964.0,0.0,LOW_LIQUIDITY
HARDWYN,Hardwyn India Limited,Industrials,9.0,5.5,0.0,3.5,1,-0.12,2.0,42.6,2.5,21.4,5.5,0.0,0.0,0.0,82.2,0.0,12.6,0.0,3.0,1511906,0.5,1163.0,3.5,NONE
DIFFNKG,DIFFNKG,Industrials,9.0,5.0,2.5,1.5,2,,2.0,45.8,1.0,40.7,5.0,1.0,4.3,1.0,77.5,0.5,27.1,2.5,1.0,192328,0.5,1134.0,1.5,NONE
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,9.0,4.0,2.5,2.5,1,-0.18,2.0,45.7,1.0,47.6,4.0,1.0,8.9,1.5,74.7,0.0,17.0,2.5,2.0,226464,0.5,3062.0,2.5,NONE
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,9.0,6.0,3.0,0.0,1,-0.01,2.5,33.4,2.5,27.8,6.0,1.0,,1.0,,1.0,49.0,3.0,0.0,13699,0.0,194.0,0.0,LOW_LIQUIDITY
JARO,JARO,Consumer Defensive,9.0,3.0,3.5,2.5,2,,1.0,61.6,0.0,50.8,3.0,1.0,7.6,2.0,62.0,0.5,37.8,3.5,2.0,342837,0.5,1068.0,2.5,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
CINELINE,Cineline India Limited,Communication Services,9.0,6.5,2.5,0.0,2,,2.0,39.9,2.5,22.2,6.5,0.0,0.0,2.0,57.5,0.5,37.5,2.5,0.0,20897,0.0,274.0,0.0,LOW_LIQUIDITY
ARSSBL,ARSSBL,Financial Services,9.0,4.0,1.5,3.5,2,,1.0,50.1,1.0,46.0,4.0,1.0,73.4,0.0,0.0,0.5,25.2,1.5,3.0,1044067,0.5,3297.0,3.5,NONE
BIRLANU,BirlaNu Limited,Industrials,9.0,5.0,3.5,0.5,2,,2.0,39.3,1.0,49.0,5.0,1.0,0.8,1.5,48.1,1.0,54.8,3.5,0.0,20055,0.5,1076.0,0.5,LOW_LIQUIDITY
ALICON,Alicon Castalloy Limited,Industrials,9.0,5.0,3.5,0.5,2,0.44,2.0,41.7,1.0,40.4,5.0,1.5,11.5,1.5,71.4,0.5,28.4,3.5,0.0,26109,0.5,1077.0,0.5,LOW_LIQUIDITY
AURIONPRO,Aurionpro Solutions Limited,Technology,9.0,3.0,4.5,1.5,1,-0.29,2.0,42.9,0.0,55.6,3.0,1.5,14.1,2.0,56.6,1.0,44.9,4.5,1.0,175262,0.5,4146.0,1.5,SEVERE_DRAWDOWN
GLOBAL,Global Education Limited,Consumer Defensive,9.0,5.5,2.5,1.0,1,-0.7,2.0,45.2,2.5,20.3,5.5,1.0,,1.0,,0.5,27.5,2.5,1.0,102118,0.0,535.0,1.0,NONE
KRIDHANINF,Kridhan Infra Limited,Basic Materials,9.0,5.0,3.0,1.0,4,0.98,1.0,57.0,0.0,63.5,5.0,0.0,0.0,2.0,56.7,1.0,43.3,3.0,1.0,128204,0.0,29.0,1.0,SEVERE_DRAWDOWN
AYE,AYE,Financial Services,9.0,4.0,1.5,3.5,2,,0.0,73.9,2.0,33.2,4.0,1.0,9.8,0.0,2.3,0.5,30.0,1.5,3.0,2045789,0.5,3063.0,3.5,HIGH_VOLATILITY
PARSVNATH,Parsvnath Developers Limited,Real Estate,9.0,2.0,4.0,3.0,1,0.01,1.0,66.4,0.0,79.7,2.0,1.0,5.2,2.0,58.7,1.0,44.0,4.0,3.0,1410541,0.0,235.0,3.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
BORANA,BORANA,Consumer Cyclical,9.0,6.5,1.5,1.0,2,,2.0,40.3,2.5,27.9,6.5,0.0,0.0,1.0,77.2,0.5,26.2,1.5,1.0,158016,0.0,858.0,1.0,NONE
OSWALPUMPS,OSWALPUMPS,Industrials,9.0,4.0,2.0,3.0,2,,2.0,46.3,0.0,66.8,4.0,1.0,7.1,1.0,77.2,0.0,23.0,2.0,2.5,883100,0.5,4390.0,3.0,SEVERE_DRAWDOWN
BMWVENTLTD,BMWVENTLTD,Basic Materials,9.0,6.0,1.0,2.0,2,,2.0,43.9,2.0,30.9,6.0,0.0,0.0,1.0,77.3,0.0,21.3,1.0,2.0,358850,0.0,537.0,2.0,NONE
GMMPFAUDLR,GMM Pfaudler Limited,Industrials,9.0,4.5,4.0,0.5,1,0.17,2.5,30.9,1.0,43.4,4.5,1.5,19.9,1.5,41.6,1.0,57.6,4.0,0.0,95936,0.5,4030.0,0.5,LOW_LIQUIDITY
KITEX,Kitex Garments Limited,Consumer Cyclical,9.0,2.0,3.5,3.5,1,0.28,1.0,58.5,0.0,54.3,2.0,1.0,0.8,2.0,66.5,0.5,33.2,3.5,3.0,1362827,0.5,3127.0,3.5,SEVERE_DRAWDOWN
GANDHITUBE,Gandhi Special Tubes Limited,Industrials,9.0,8.0,0.5,0.5,4,0.8,2.0,40.5,2.0,30.5,8.0,0.0,0.0,0.0,80.8,0.5,37.4,0.5,0.0,17135,0.5,1055.0,0.5,LOW_LIQUIDITY
MAXIND,Max India Limited,Healthcare,9.0,5.0,4.0,0.0,2,0.41,2.0,40.2,1.0,45.2,5.0,1.0,0.1,2.0,59.6,1.0,47.0,4.0,0.0,75788,0.0,851.0,0.0,LOW_LIQUIDITY
GRINFRA,G R Infraprojects Limited,Industrials,9.0,5.5,2.5,1.0,2,,2.5,29.2,1.0,43.3,5.5,1.5,19.8,1.0,75.9,0.0,23.8,2.5,0.0,72012,1.0,9046.0,1.0,LOW_LIQUIDITY
OSWALGREEN,Oswal Greentech Limited,Financial Services,9.0,5.0,2.0,2.0,3,0.66,2.0,44.8,0.0,58.8,5.0,0.0,0.0,1.5,73.4,0.5,27.5,2.0,2.0,374220,0.0,643.0,2.0,SEVERE_DRAWDOWN
GATECHDVR,GACM Technologies Limited,Financial Services,9.0,3.0,3.0,3.0,2,0.46,1.0,53.8,0.0,65.7,3.0,1.0,,1.0,,1.0,358.3,3.0,3.0,1658964,0.0,66.0,3.0,SEVERE_DRAWDOWN
DYCL,Dynamic Cables Limited,Industrials,9.0,3.0,3.5,2.5,2,,1.0,51.5,0.0,52.0,3.0,1.0,0.2,2.0,68.2,0.5,30.5,3.5,2.0,304040,0.5,1492.0,2.5,SEVERE_DRAWDOWN
FMGOETZE,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,9.0,5.0,2.5,1.5,1,0.15,2.0,43.9,2.0,39.4,5.0,1.0,0.3,1.0,78.1,0.5,25.0,2.5,1.0,116575,0.5,2426.0,1.5,NONE
ISGEC,Isgec Heavy Engineering Limited,Industrials,9.0,4.0,4.0,1.0,1,0.38,2.0,39.5,1.0,45.1,4.0,1.5,11.3,2.0,63.1,0.5,36.9,4.0,0.0,71030,1.0,7983.0,1.0,LOW_LIQUIDITY
GOKEX,Gokaldas Exports Limited,Consumer Cyclical,9.0,3.0,2.5,3.5,1,-0.14,1.0,57.0,1.0,48.1,3.0,1.5,55.5,0.0,16.2,1.0,81.2,2.5,2.5,679503,1.0,5039.0,3.5,NONE
AARTISURF,Aarti Surfactants Limited,Basic Materials,9.0,6.0,3.0,0.0,3,0.67,2.0,42.1,1.0,48.3,6.0,0.0,0.0,2.0,55.3,1.0,44.7,3.0,0.0,11944,0.0,334.0,0.0,LOW_LIQUIDITY
DIAMONDYD,Prataap Snacks Limited,Consumer Defensive,9.0,6.0,2.5,0.5,1,-0.02,2.5,31.2,2.5,28.2,6.0,2.0,48.7,0.0,27.7,0.5,37.4,2.5,0.0,64334,0.5,2401.0,0.5,LOW_LIQUIDITY
MIRZAINT,Mirza International Limited,Consumer Cyclical,9.0,4.0,3.0,2.0,1,-0.15,2.0,46.4,1.0,41.1,4.0,1.0,0.0,1.5,73.5,0.5,26.5,3.0,2.0,311793,0.0,428.0,2.0,NONE
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,9.0,6.0,2.5,0.5,2,,2.0,37.6,2.0,38.5,6.0,1.0,2.2,1.5,74.9,0.0,24.9,2.5,0.0,75387,0.5,1658.0,0.5,LOW_LIQUIDITY
MAPMYINDIA,C. E. Info Systems Limited,Technology,9.0,3.0,4.0,2.0,1,0.2,2.0,35.7,0.0,61.8,3.0,1.5,13.9,2.0,69.5,0.5,31.0,4.0,1.0,175560,1.0,5553.0,2.0,SEVERE_DRAWDOWN
ASALCBR,Associated Alcohols & Breweries Limited,Consumer Defensive,9.0,5.0,3.5,0.5,2,0.43,2.0,40.1,1.0,45.8,5.0,1.0,0.2,2.0,65.9,0.5,33.6,3.5,0.0,64899,0.5,1691.0,0.5,LOW_LIQUIDITY
ARIES,Aries Agro Limited,Basic Materials,9.0,5.0,4.0,0.0,1,0.03,2.0,43.7,2.0,33.4,5.0,1.0,3.2,2.0,54.1,1.0,65.1,4.0,0.0,86317,0.0,460.0,0.0,LOW_LIQUIDITY
AWFIS,AWFIS,Industrials,9.0,4.0,2.5,2.5,2,,2.0,45.5,0.0,66.8,4.0,1.5,55.2,0.0,26.8,1.0,65.5,2.5,2.0,367352,0.5,2274.0,2.5,SEVERE_DRAWDOWN
AUTOIND,Autoline Industries Limited,Consumer Cyclical,9.0,5.0,3.0,1.0,2,,2.0,46.8,1.0,46.6,5.0,0.0,0.0,2.0,53.8,1.0,44.4,3.0,1.0,114513,0.0,331.0,1.0,NONE
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,9.0,6.0,2.0,1.0,4,1.09,2.0,37.0,0.0,50.5,6.0,1.0,1.1,1.0,77.0,0.0,23.0,2.0,1.0,134204,0.0,759.0,1.0,SEVERE_DRAWDOWN
MBEL,MBEL,Industrials,9.0,3.0,3.0,3.0,2,,1.0,57.4,0.0,56.0,3.0,1.0,9.6,1.5,71.9,0.5,27.4,3.0,2.5,739130,0.5,1767.0,3.0,SEVERE_DRAWDOWN
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,9.0,3.0,3.5,2.5,1,0.36,2.0,38.1,0.0,50.2,3.0,1.0,1.5,2.0,68.2,0.5,31.2,3.5,2.0,302375,0.5,1806.0,2.5,SEVERE_DRAWDOWN
MOKSH,Moksh Ornaments Limited,Consumer Cyclical,9.0,4.0,3.0,2.0,1,0.03,2.0,40.6,1.0,45.8,4.0,1.0,,1.0,,1.0,57.6,3.0,2.0,341389,0.0,102.0,2.0,NONE
GLOSTERLTD,Gloster Limited,Consumer Cyclical,9.0,5.5,3.5,0.0,1,0.2,2.5,30.9,2.0,37.3,5.5,1.5,13.9,1.5,73.0,0.5,27.0,3.5,0.0,3382,0.0,737.0,0.0,LOW_LIQUIDITY
HISARMETAL,Hisar Metal Industries Limited,Basic Materials,9.0,6.5,2.5,0.0,3,0.64,2.5,34.7,1.0,41.0,6.5,0.0,0.0,2.0,64.3,0.5,34.2,2.5,0.0,5893,0.0,83.0,0.0,LOW_LIQUIDITY
LOTUSDEV,LOTUSDEV,Industrials,9.0,4.0,1.0,4.0,2,,2.0,43.5,0.0,51.0,4.0,1.0,2.5,0.0,81.9,0.0,14.6,1.0,3.0,2501004,1.0,6788.0,4.0,SEVERE_DRAWDOWN
BLBLIMITED,BLB Limited,Financial Services,9.0,5.0,3.0,1.0,1,-0.02,2.0,45.6,2.0,31.0,5.0,0.0,0.0,2.0,69.9,1.0,42.2,3.0,1.0,154610,0.0,83.0,1.0,NONE
IPL,India Pesticides Limited,Basic Materials,9.0,4.0,2.0,3.0,1,0.32,2.0,40.2,1.0,46.8,4.0,1.0,0.2,1.0,76.7,0.0,22.0,2.0,2.5,599797,0.5,1903.0,3.0,NONE
DBREALTY,Valor Estate Limited,Real Estate,9.0,2.0,3.0,4.0,1,-0.56,1.0,54.0,0.0,66.2,2.0,1.0,2.1,2.0,61.9,0.0,24.8,3.0,3.0,2530983,1.0,6385.0,4.0,SEVERE_DRAWDOWN
BANKA,Banka BioLoo Limited,Industrials,9.0,6.0,3.0,0.0,4,1.13,2.0,49.1,0.0,56.6,6.0,1.0,,1.0,,1.0,46.5,3.0,0.0,13969,0.0,91.0,0.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
AJMERA,Ajmera Realty & Infra India Limited,Real Estate,9.0,4.0,2.5,2.5,2,0.56,2.0,43.1,0.0,53.4,4.0,1.0,2.4,1.5,72.9,0.0,23.7,2.5,2.0,431840,0.5,2486.0,2.5,SEVERE_DRAWDOWN
BROOKS,Brooks Laboratories Limited,Healthcare,9.0,5.0,4.0,0.0,4,1.09,1.0,64.9,0.0,77.0,5.0,1.0,9.9,2.0,56.0,1.0,45.1,4.0,0.0,66886,0.0,137.0,0.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN,LOW_LIQUIDITY"
IFGLEXPOR,IFGL Refractories Limited,Basic Materials,9.0,5.0,2.5,1.5,4,1.06,1.0,51.1,0.0,59.4,5.0,1.5,13.4,1.0,76.0,0.0,23.9,2.5,1.0,119291,0.5,1195.0,1.5,SEVERE_DRAWDOWN
