symbol,name,sector,market_cap_cr,avg_volume,current_price
LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial Services,42.8,8261,142.66
NKIND,N.K Industries Limited,Consumer Defensive,40.39,2321,67.2
MADHUCON,Madhucon Projects Limited,Industrials,40.29,60939,5.46
AROGRANITE,Aro Granite Industries Limited,Industrials,40.19,9407,26.27
AMBICAAGAR,Ambica Agarbathies Aroma & Industries Limited,Consumer Defensive,39.97,4603,23.27
MITTAL,Mittal Life Style Limited,Consumer Cyclical,39.95,594923,0.9
LASA,Lasa Supergenerics Limited,Healthcare,39.68,17669,7.92
ASHOKAMET,Ashoka Metcast Limited,Basic Materials,39.52,18010,15.81
ADL,Archidply Decor Limited,Consumer Cyclical,39.3,1185,70.6
COUNCODOS,Country Condo's Limited,Real Estate,39.26,25383,5.06
LEXUS,Lexus Granito (India) Limited,Industrials,38.95,47448,19.29
AKSHAR,Akshar Spintex Limited,Consumer Cyclical,38.59,1391111,0.49
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Financial Services,36.47,6699,28.91
CYBERMEDIA,Cyber Media (India) Limited,Communication Services,35.85,19233,17.21
AKG,AKG Exim Limited,Industrials,35.75,18939,11.25
KSHITIJPOL,Kshitij Polyline Limited,Industrials,34.98,1434160,3.93
DNAMEDIA,Diligent Media Corporation Limited,Communication Services,34.96,55349,2.97
GSS,GSS Infotech Limited,Technology,34.37,20182,13.32
21STCENMGM,Twentyfirst Century Management Services Limited,Financial Services,33.72,3796,32.11
MADHAV,Madhav Marbles and Granites Limited,Industrials,33.56,4949,37.51
KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,32.23,119651,2.07
MOHITIND,Mohit Industries Limited,Consumer Cyclical,32.1,5709,22.67
FLFL,Future Lifestyle Fashions Limited,Consumer Cyclical,31.68,84339,1.57
ARSHIYA,Arshiya Limited,Industrials,31.62,139058,1.2
LIBAS,Libas Consumer Products Limited,Consumer Cyclical,31.61,22114,12.0
GANGAFORGE,Ganga Forging Limited,Industrials,31.54,812970,2.34
KANANIIND,Kanani Industries Limited,Consumer Cyclical,30.67,147859,1.55
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Industrials,30.58,168,883.15
MORARJEE,Morarjee Textiles Limited,Consumer Cyclical,29.18,4239,8.38
EASTSILK,Eastern Silk Industries Limited,Consumer Cyclical,29.02,1345,58.05
KRIDHANINF,Kridhan Infra Limited,Basic Materials,28.58,204989,2.87
INFOMEDIA,Infomedia Press Limited,Financial Services,27.56,12528,5.49
MFML,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,27.18,4193,25.59
NEXTMEDIA,Next Mediaworks Limited,Communication Services,26.76,14762,4.0
KHANDSE,Khandwala Securities Limited,Financial Services,25.47,3785,16.7
LAXMICOT,Laxmi Cotspin Limited,Consumer Cyclical,24.49,5504,14.28
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,24.26,29318,1.58
ANKITMETAL,Ankit Metal & Power Limited,Basic Materials,23.28,35724,1.65
FLEXITUFF,Flexituff Ventures International Limited,Consumer Cyclical,22.42,16796,6.83
FEL,Future Enterprises Limited,Consumer Cyclical,21.75,165951,0.44
AURIGROW,Auri Grow India Limited,Industrials,20.65,21193308,0.31
BOHRAIND,Bohra Industries Limited,Basic Materials,20.18,6512,19.6
ASTRON,Astron Paper & Board Mill Limited,Basic Materials,20.13,17294,4.26
GTECJAINX,G-Tec Jainx Education Limited,Consumer Defensive,19.98,5193,19.61
ACEINTEG,Ace Integrated Solutions Limited,Industrials,19.44,6330,19.06
EUROTEXIND,Eurotex Industries and Exports Limited,Real Estate,19.26,4522,16.38
GLFL,Gujarat Lease Financing Limited,Financial Services,18.93,694,6.98
MEP,MEP Infrastructure Developers Limited,Industrials,18.89,133872,1.03
HEADSUP,Heads UP Ventures Limited,Consumer Cyclical,16.45,11735,7.45
IMPEXFERRO,Impex Ferro Tech Limited,Basic Materials,15.46,10282,1.73
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,15.07,24645,5.11
LAKPRE,Lakshmi Precision Screws Limited,Industrials,14.41,5840,6.34
CREATIVEYE,Creative Eye Limited,Communication Services,14.22,11837,7.09
GLOBALE,Globale Tessile Limited,Consumer Cyclical,14.07,5682,13.25
NIRAJISPAT,Niraj Ispat Industries Limited,Consumer Cyclical,13.87,51,231.1
KALYANI,Kalyani Commercials Limited,Consumer Cyclical,13.81,0,138.09
ANTGRAPHIC,Antarctica Limited,Consumer Cyclical,13.8,379672,0.89
ARENTERP,Rajdarshan Industries Limited,Basic Materials,12.42,2255,38.41
ORTINGLOBE,Ortin Global Limited,Healthcare,11.83,10502,14.55
COMPINFO,Compuage Infocom Limited,Technology,11.61,26288,1.33
MTEDUCARE,MT Educare Limited,Consumer Defensive,11.34,30783,1.57
BLUECHIP,Blue Chip India Limited,Financial Services,10.78,37581,1.95
DCMFINSERV,DCM Financial Services Limited,Financial Services,10.4,3289,4.7
ORTEL,Ortel Communications Limited,Communication Services,5.24,7108,1.59
FERMENTA,Fermenta Biotech Limited,,0.0,11089,292.65
ABANSENT,ABans Enterprises Limited,,0.0,18264,30.27
3PLAND,3P Land Holdings Ltd,Unknown,0.0,10445,31.94
OMPOWER,OM POWER TRANSMISSION LTD,Industrials,0.0,282156,184.75
MMWL,Media Matrix Worldwide Limited,Communication Services,0.0,148318,14.72
AARNAV,Aarnav Fashions Limited,,0.0,15950,22.15
FRONTSP,Frontier Springs Limited,,0.0,27444,1573.9
ABMKNO,ABM Knowledgeware Limited,,0.0,1652,237.99
AMIRCHAND,AMIR CHAND JAG KUM (E) L,Consumer Defensive,0.0,718816,130.18
ACSTECH,ACS Technologies Limited,,0.0,95973,34.51
AMBALALSA,Ambalal Sarabhai Enterprises Limited,Healthcare,0.0,50573,32.53
MADHAVIPL,Madhav Infra Projects Limited,,0.0,166138,8.53
FEDDERSHOL,Fedders Holding Limited,,0.0,419572,33.9
LAHOTIOV,Lahoti Overseas Limited,,0.0,6166,43.72
AKCAPIT,A. K. Capital Services Limited,,0.0,106,1590.6
GNRL,Gujarat Natural Resources Limited,,0.0,74402,97.53
HBESD,HB Estate Developers Limited,Unknown,0.0,9586,77.27
MAJESAUT,Majestic Auto Limited,Real Estate,0.0,1536,305.5
GRANDOAK,Grand Oak Canyons Distillery Limited,,0.0,4757,25.97
INVPRECQ,Investment & Precision Castings Limited,,0.0,1496,614.65
DISAQ,DISA India Limited,,0.0,98,12163.0
BLACKROSE,Black Rose Industries Limited,,0.0,87938,96.3
BIRLAPREC,Birla Precision Technologies Limited,,0.0,136535,39.97
BLIL,Balmer Lawrie Investments Limited,,0.0,134034,76.21
MENNPIS,Menon Pistons Limited,,0.0,35585,60.63
GUJRAFFIA,Gujarat Raffia Industries Limited,,0.0,5371,37.51
BNAGROCHEM,BN Agrochem Limited,,0.0,13466,289.58
BNALTD,B & A Limited,,0.0,576,360.3
DECNGOLD,Deccan Gold Mines Limited,,0.0,712564,122.67
IWP,The Indian Wood Products Company Limited,,0.0,8593,35.24
BTTL,Bhilwara Technical Textiles Limited,Consumer Cyclical,0.0,28426,36.19
BIMETAL,Bimetal Bearings Limited,Consumer Cyclical,0.0,177,563.25
INDPRUD,Industrial And Prudential Investment Company Limited,,0.0,40,6450.5
NEAGI,Neelamalai Agro Industries Limited,,0.0,2,3344.0
HALDYNGL,Haldyn Glass Limited,,0.0,37781,106.38
HAWKINCOOK,Hawkins Cookers Limited,Consumer Cyclical,0.0,1820,7170.0
CMPDI,CENTRAL MINE P N D INST L,Basic Materials,0.0,16365912,232.53
COCKERILL,John Cockerill India Limited,Industrials,0.0,3401,5280.0
COMFINTE,Comfort Intech Limited,,0.0,1329746,7.8
DAICHI,Dai-ichi Karkaria Limited,,0.0,4207,258.05
MCCHRLS-B,Mac Charles (India) Limited,,0.0,231,673.1
NATIONSTD,National Standard (India) Limited,,0.0,247,1189.5
MERCANTILE,Mercantile Ventures Limited,,0.0,48087,24.88
BI,Bilcare Limited,,0.0,7452,64.52
KPL,Kwality Pharmaceuticals Limited,,0.0,9584,1718.6
AVAILFC,Available Finance Limited,,0.0,2782,151.99
KOTIC,Kothari Industrial Corporation Limited,,0.0,3381,174.18
EMPOWER,Empower India Limited,,0.0,11861928,2.71
ELITECON,Elitecon International Limited,,0.0,1453913,30.05
KLBRENG-B,Kilburn Engineering Limited,,0.0,97490,494.75
ARTEMISMED,Artemis Medicare Services Limited,,0.0,369095,279.8
ASHIKA,Ashika Credit Capital Limited,,0.0,89960,384.85
KIRANVYPAR,Kiran Vyapar Limited,,0.0,3428,187.0
ASTAR,Asian Star Company Limited,,0.0,344,631.2
GRAVISSHO,Graviss Hospitality Limited,,0.0,31335,30.33
ELANTAS,ELANTAS Beck India Limited,Basic Materials,0.0,1404,9159.5
ELCIDIN,Elcid Investments Limited,,0.0,15,118670.0
BHARATCOAL,BHARAT COKING COAL LTD,Basic Materials,0.0,68211674,38.41
EFCIL-RE,EFC (I) LTD,Unknown,0.0,281875,15.08
BAJAJST,Bajaj Steel Industries Limited,,0.0,8870,409.0
KANCHI,Kanchi Karpooram Limited,,0.0,970,385.5
DRAGARWQ,Dr. Agarwal's Eye Hospital Limited,,0.0,603,5056.8
NITTAGELA,Nitta Gelatin India Limited,Basic Materials,0.0,12047,1328.7
BATLIBOI,Batliboi Limited,Industrials,0.0,28196,81.67
KAMAHOLD,KAMA Holdings Limited,,0.0,1786,2635.0
BEEKAY,Beekay Steel Industries Limited,,0.0,744,428.9
BENGALASM,Bengal & Assam Company Limited,,0.0,98,6356.5
NILE,Nile Limited,,0.0,2881,1670.6
3BBLACKBIO,3B Blackbio Dx Limited,,0.0,13513,1371.7
