symbol,name,sector,fundamental_score,valuation_score,growth_score,quality_score,health_score,pe_ratio,pe_discount_pct,revenue_growth,earnings_growth,roe
CRAMC,CRAMC,Financial Services,7,0,0,5,2,23.527397,0.0,0.029,-0.01,0.30286
DHANUKA,Dhanuka Agritech Limited,Basic Materials,7,6,0,1,0,6.9299645,71.7,-0.079,-0.276,
NGIL,Nakoda Group of Industries Limited,Consumer Defensive,7,2,5,0,0,46.86364,0.0,-0.252,1068.519,
KABRAEXTRU,Kabra Extrusiontechnik Limited,Industrials,7,7,0,0,0,19.682568,32.7,-0.089,,
MEDICO,Medico Remedies Limited,Healthcare,7,1,6,0,0,31.62143,0.0,0.486,0.094,
AVANTEL,Avantel Limited,Technology,7,0,5,0,2,278.3889,0.0,0.296,-0.31,0.05211
IITL,Industrial Investment Trust Limited,Financial Services,7,3,0,2,2,66.149796,0.0,,,
GINNIFILA,Ginni Filaments Limited,Consumer Cyclical,7,7,0,0,0,9.11297,66.6,-0.174,,
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,7,2,2,1,2,29.417753,0.0,0.107,-0.198,0.116969995
HARRMALAYA,Harrisons Malayalam Limited,Consumer Defensive,7,7,0,0,0,15.310395,36.4,-0.008,-0.318,
DATAMATICS,Datamatics Global Services Limited,Technology,7,4,3,0,0,22.519733,16.8,0.199,-0.51,
ATLANTAA,Atlantaa Limited,Industrials,7,2,5,0,0,,0.0,9.328,,
GLOTTIS,GLOTTIS,Industrials,7,7,0,0,0,13.961445,52.2,-0.268,-0.827,
ATHERENERG,Ather Energy Limited,Consumer Cyclical,7,0,5,0,2,,0.0,0.737,,-0.33740002
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,7,3,2,0,2,25.40749,0.0,0.116,-0.237,0.07096
GMDCLTD,Gujarat Mineral Development Corporation Limited,Energy,7,1,1,3,2,21.695478,0.0,0.08,-0.143,0.14189
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,7,0,0,5,2,40.64802,0.0,0.037,-0.028,0.32929
MANOMAY,Manomay Tex India Limited,Consumer Cyclical,7,7,0,0,0,17.833332,34.7,-0.05,-0.234,
KOTARISUG,Kothari Sugars and Chemicals Limited,Consumer Defensive,7,3,3,0,1,39.375004,0.0,0.164,,
CHEMCON,Chemcon Speciality Chemicals Limited,Basic Materials,7,3,1,0,3,28.309689,0.0,0.054,-0.421,
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Consumer Cyclical,7,3,0,2,2,20.607843,24.6,0.027,-0.093,
LTTS,L&T Technology Services Limited,Technology,7,1,1,3,2,30.210909,0.0,-0.042,0.067,0.19540001
AGIIL,AGI Infra Limited,Real Estate,7,0,5,2,0,61.011646,0.0,-0.043,0.372,
ABSLAMC,Aditya Birla Sun Life AMC Limited,Financial Services,7,0,0,5,2,30.584745,0.0,-0.145,-0.181,0.25103
HDFCBANK,HDFC Bank Limited,Financial Services,7,3,1,3,0,17.124052,0.0,-0.018,0.075,0.13818
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,7,0,7,0,0,123.41555,0.0,0.122,0.758,
GOODYEAR,Goodyear India Limited,Consumer Cyclical,7,2,5,0,0,30.580448,0.0,-0.039,1.599,
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,7,5,2,0,0,26.820253,24.0,0.109,0.0,
FAZE3Q,Faze Three Limited,Consumer Cyclical,7,2,5,0,0,34.484898,0.0,0.274,-0.277,
MAXIND,Max India Limited,Healthcare,7,2,5,0,0,,0.0,0.274,,
AVTNPL,AVT Natural Products Limited,Basic Materials,7,5,2,0,0,17.718086,27.7,0.122,-0.197,
HLEGLAS,HLE Glascoat Limited,Industrials,7,2,5,0,0,32.482086,0.0,0.414,-0.728,
E2E,E2E Networks Limited,Technology,7,1,5,0,1,,0.0,1.857,-0.596,-0.0095
MAHSCOOTER,Maharashtra Scooters Ltd.,Financial Services,7,3,0,2,2,44.64319,0.0,-0.036,-0.923,0.010620001
ARE&M,Amara Raja Energy & Mobility Limited,Industrials,7,7,0,0,0,20.284344,30.6,0.042,-0.53,
CYIENT,Cyient Limited,Industrials,7,5,0,0,2,22.574541,22.8,0.009,-0.679,0.077659994
GRAVITA,Gravita India Limited,Industrials,7,1,2,2,2,32.469704,0.0,0.131,-0.032,0.16680999
BHARATRAS,Bharat Rasayan Limited,Basic Materials,7,5,1,1,0,17.300991,29.4,0.055,-0.013,
PANAMAPET,Panama Petrochem Limited,Energy,7,6,1,0,0,9.689644,29.5,0.065,-0.056,
GNA,G N A Axles Limited,Consumer Cyclical,7,7,0,0,0,14.28434,47.7,,,
GPTHEALTH,GPT Healthcare Limited,Healthcare,7,4,3,0,0,28.653847,18.8,0.176,-0.235,
NDTV,New Delhi Television Limited,Communication Services,7,3,3,0,1,,0.0,0.185,,-3.41214
DOLLAR,Dollar Industries Limited,Consumer Cyclical,7,7,0,0,0,14.450191,47.1,0.02,-0.08,
FISCHER,Fischer Medical Ventures Limited,Healthcare,7,0,5,2,0,59.101696,0.0,7.605,,
INOXINDIA,INOX India Limited,Industrials,7,0,5,2,0,50.5111,0.0,0.285,0.041,
KDDL,KDDL Limited,Consumer Cyclical,7,2,5,0,0,33.224903,0.0,0.264,-0.284,
HAPPYFORGE,HAPPYFORGE,Industrials,7,0,5,2,0,45.868343,0.0,0.104,0.222,
GENESYS,Genesys International Corporation Limited,Technology,7,6,0,1,0,21.637306,20.1,-0.149,-0.952,
GPTINFRA,GPT Infraprojects Limited,Industrials,7,7,0,0,0,16.355337,44.1,0.021,-0.064,
DAMCAPITAL,DAMCAPITAL,Financial Services,7,4,0,2,1,13.328098,27.5,-0.346,-0.61,
MANGLMCEM,Mangalam Cement Limited,Basic Materials,7,2,5,0,0,30.117626,0.0,-0.039,0.454,
AKUMS,AKUMS,Healthcare,7,3,2,0,2,31.04805,0.0,0.127,-0.426,0.08019
KERNEX,Kernex Microsystems (India) Limited,Technology,7,0,5,2,0,44.639343,0.0,0.972,-0.159,
GKSL,GKSL,Healthcare,7,0,5,2,0,63.23502,0.0,0.972,0.0,
LANDMARK,Landmark Cars Limited,Consumer Cyclical,7,2,5,0,0,65.80702,0.0,0.126,0.248,
KEC,KEC International Limited,Industrials,7,5,2,0,0,21.138727,27.7,0.122,-0.016,
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,7,7,0,0,0,17.271053,36.8,,,
CAMPUS,Campus Activewear Limited,Consumer Cyclical,7,0,7,0,0,51.564934,0.0,0.143,0.362,
ELECON,Elecon Engineering Company Limited,Industrials,7,2,0,3,2,31.940052,0.0,-0.065,-0.959,0.15851
APCOTEXIND,Apcotex Industries Limited,Basic Materials,7,2,5,0,0,24.99488,0.0,-0.067,0.919,
DCAL,Dishman Carbogen Amcis Limited,Healthcare,7,6,1,0,0,25.62665,27.4,0.055,,
IVALUE,iValue Infosolutions Limited,Technology,7,7,0,0,0,14.325189,47.1,-0.096,-0.068,
EXICOM,Exicom Tele-Systems Limited,Industrials,7,2,5,0,0,,0.0,0.407,,
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,7,7,0,0,0,6.8704762,74.9,0.014,-0.358,
LIKHITHA,Likhitha Infrastructure Limited,Energy,7,3,0,1,3,15.4814825,0.0,-0.118,-0.463,
BFUTILITIE,BF Utilities Limited,Industrials,7,5,0,2,0,12.788897,56.3,-0.984,,
MMFL,M M Forgings Limited,Industrials,7,5,2,0,0,24.816362,15.1,0.106,-0.338,
ABDL,ABDL,Consumer Defensive,7,0,5,1,1,68.057594,0.0,1.087,-0.48,0.13551
GMRP&UI,GMR Power And Urban Infra Limited,Energy,7,3,3,1,0,9.668931,29.7,0.16,,
GOCOLORS,Go Fashion (India) Limited,Consumer Cyclical,7,5,0,0,2,20.246773,25.9,-0.002,-0.598,0.08529
NOCIL,NOCIL Limited,Basic Materials,7,2,0,0,5,49.542168,0.0,0.013,-0.192,0.03147
FINKURVE,Finkurve Financial Services Limited,Financial Services,7,2,3,2,0,41.925,0.0,0.073,0.114,
DTIL,Dhunseri Tea & Industries Limited,Consumer Defensive,6,3,3,0,0,,0.0,0.153,,
MIRCELECTR,MIRC Electronics Limited,Consumer Cyclical,6,0,5,0,1,,0.0,0.271,,
BGRENERGY,BGR Energy Systems Limited,Industrials,6,3,3,0,0,,0.0,0.177,,
ESABINDIA,ESAB India Limited,Industrials,6,0,3,1,2,48.076923,0.0,0.122,0.065,
ABCOTS,ABCOTS,Consumer Cyclical,6,1,5,0,0,32.043858,0.0,0.304,-0.473,
LAKPRE,Lakshmi Precision Screws Limited,Industrials,6,3,3,0,0,,0.0,0.209,-0.099,-0.86243
NOVARTIND,Novartis India Limited,Healthcare,6,2,0,2,2,30.672077,0.0,-0.076,-0.368,
EXIDEIND,Exide Industries Limited,Consumer Cyclical,6,2,3,0,1,34.731342,0.0,0.092,0.15,0.06172
FINOPB,Fino Payments Bank Limited,Financial Services,6,6,0,0,0,14.318127,22.1,-0.311,-0.705,0.067600004
ENERGYDEV,Energy Development Company Limited,Utilities,6,1,5,0,0,,0.0,0.38,,
ASTEC,Astec LifeSciences Limited,Basic Materials,6,1,5,0,0,,0.0,0.327,,-0.25842
MARINE,Marine Electricals (India) Limited,Industrials,6,0,6,0,0,56.818184,0.0,0.085,1.237,
MUTHOOTMF,MUTHOOTMF,Financial Services,6,4,0,0,2,17.858973,0.0,,,0.062069997
INGERRAND,Ingersoll-Rand (India) Limited,Industrials,6,0,3,2,1,53.760696,0.0,0.182,-0.074,
DEEDEV,DEEDEV,Industrials,6,1,5,0,0,42.205387,0.0,0.77,,
HGM,Handson Global Management (HGM) Limited,Technology,6,1,5,0,0,174.14705,0.0,1.458,,
DIVISLAB,Divi's Laboratories Limited,Healthcare,6,0,2,2,2,72.467575,0.0,0.123,-0.01,
COHANCE,COHANCE,Healthcare,6,1,5,0,0,90.04256,0.0,0.773,-0.703,
ITCHOTELS,ITCHOTELS,Consumer Cyclical,6,2,0,2,2,42.714283,0.0,-0.633,-0.498,
BCONCEPTS,Brand Concepts Limited,Consumer Cyclical,6,1,5,0,0,53.50843,0.0,0.32,-0.677,
HYUNDAI,HYUNDAI,Consumer Cyclical,6,1,0,3,2,27.32335,0.0,0.048,-0.222,0.29916
ETHOSLTD,Ethos Limited,Consumer Cyclical,6,1,5,0,0,64.10951,0.0,0.267,-0.049,
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,6,5,0,1,0,27.247301,22.8,0.037,-0.057,
BLUEJET,Blue Jet Healthcare Limited,Healthcare,6,3,0,2,1,25.452394,27.8,-0.396,-0.594,
JINDALSTEL,Jindal Steel Limited,Basic Materials,6,2,3,0,1,37.17562,0.0,0.23,,0.067719996
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,6,1,5,0,0,40.098766,0.0,0.145,0.164,
MALUPAPER,Malu Paper Mills Limited,Basic Materials,6,3,3,0,0,,0.0,0.226,,
AHLADA,Ahlada Engineers Limited,Industrials,6,6,0,0,0,23.591162,19.3,-0.071,-0.444,
JAYKAY,Jaykay Enterprises Limited,Industrials,6,2,2,2,0,69.091705,0.0,0.126,-0.767,
GENCON,Generic Engineering Construction and Projects Limited,Industrials,6,6,0,0,0,23.257309,20.5,-0.136,-0.189,
INTENTECH,Intense Technologies Limited,Technology,6,3,0,0,3,26.231958,0.0,0.001,-0.26,
INDOCO,Indoco Remedies Limited,Healthcare,6,2,3,0,1,,0.0,0.219,,-0.101210006
GEOJITFSL,Geojit Financial Services Limited,Financial Services,6,2,1,1,2,22.071644,0.0,0.081,-0.435,0.06585
HITECHCORP,Hitech Corporation Limited,Consumer Cyclical,6,3,3,0,0,31.61737,0.0,0.18,,
ASAHISONG,Asahi Songwon Colors Limited,Basic Materials,6,6,0,0,0,18.280516,25.4,-0.098,-0.198,
NACLIND,NACL Industries Limited,Basic Materials,6,0,5,0,1,769.4286,0.0,0.792,,0.00823
COUNCODOS,Country Condo's Limited,Real Estate,6,3,0,0,3,72.28571,0.0,-0.096,-0.667,
ARVEE,Arvee Laboratories (India) Ltd.,Basic Materials,6,0,6,0,0,86.96809,0.0,0.098,10.857,
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,6,5,1,0,0,17.483284,28.6,0.061,-0.093,
MCL,M Tek Copper Limited,Basic Materials,6,1,5,0,0,38.070587,0.0,0.607,-0.152,
DEVX,Dev Accelerator Limited,Real Estate,6,3,3,0,0,237.17647,0.0,0.19,,
BLUESTARCO,Blue Star Limited,Industrials,6,0,3,2,1,64.51362,0.0,0.019,0.171,0.16222
APARINDS,APAR Industries Limited,Industrials,6,0,6,0,0,52.357105,0.0,0.162,0.192,
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,6,3,3,0,0,34.194805,0.0,0.218,-0.286,
MOHITIND,Mohit Industries Limited,Consumer Cyclical,6,3,3,0,0,,0.0,0.227,,
EXXARO,Exxaro Tiles Limited,Industrials,6,3,1,0,2,111.0,0.0,0.052,-0.948,0.01018
MOTISONS,MOTISONS,Consumer Cyclical,6,2,3,1,0,,0.0,0.201,,
AIAENG,AIA Engineering Limited,Industrials,6,2,2,2,0,30.959377,0.0,0.001,0.135,
IFGLEXPOR,IFGL Refractories Limited,Basic Materials,6,3,3,0,0,41.4425,0.0,0.237,,
BLUEDART,Blue Dart Express Limited,Industrials,6,0,6,0,0,48.5449,0.0,0.08,1.891,
DJML,DJ Mediaprint & Logistics Limited,Industrials,6,1,5,0,0,39.24896,0.0,0.352,0.0,
NH,Narayana Hrudayalaya Limited,Healthcare,6,0,5,1,0,48.08305,0.0,0.574,-0.343,
AJAXENGG,AJAXENGG,Industrials,6,2,0,1,3,27.390741,0.0,-0.209,-0.439,
INVENTURE,Inventure Growth & Securities Limited,Financial Services,6,4,0,0,2,16.5,0.0,-0.523,,0.01402
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,6,0,6,0,0,61.727703,0.0,0.151,0.158,
ADANIENT,Adani Enterprises Limited,Energy,6,1,3,1,1,36.902176,0.0,0.203,,0.13664
DIGJAMLMTD,Digjam Limited,Consumer Cyclical,6,0,5,1,0,58.287502,0.0,0.304,-0.658,
GRAPHITE,Graphite India Limited,Industrials,6,2,3,1,0,45.87974,0.0,0.228,,
ASHIKA,Ashika Credit Capital Limited,,6,2,0,1,3,,0.0,,,
GEECEE,GeeCee Ventures Limited,Real Estate,6,4,0,2,0,28.098131,0.0,-0.722,-0.747,
DHARMAJ,Dharmaj Crop Guard Limited,Basic Materials,6,5,1,0,0,18.584444,24.2,0.086,-0.371,
HCC,Hindustan Construction Company Limited,Industrials,6,4,0,1,1,22.536842,22.9,-0.259,-0.46,0.10915
AJMERA,Ajmera Realty & Infra India Limited,Real Estate,6,5,0,1,0,19.02259,25.2,-0.058,-0.282,
MMP,MMP Industries Limited,Basic Materials,6,2,4,0,0,29.252666,0.0,0.208,0.054,
OMINFRAL,Om Infra Limited,Industrials,6,4,0,0,2,29.45485,0.0,-0.039,-0.497,0.0257
LANDSMILL,Landsmill Green Limited,Industrials,6,3,0,0,3,,0.0,,,
DECCANCE,Deccan Cements Limited,Basic Materials,6,4,2,0,0,27.55174,0.0,0.133,,
ONEPOINT,One Point One Solutions Limited,Industrials,6,1,4,1,0,45.286766,0.0,0.177,0.1,
INDPRUD,Industrial And Prudential Investment Company Limited,,6,3,1,2,0,,0.0,-0.096,0.082,
ASKAUTOLTD,ASKAUTOLTD,Consumer Cyclical,6,0,6,0,0,31.938066,0.0,0.185,0.213,
EMAMILTD,Emami Limited,Consumer Defensive,6,1,3,2,0,23.53216,0.0,0.098,0.146,
BHARTIARTL,Bharti Airtel Limited,Communication Services,6,0,3,3,0,42.914413,0.0,0.157,-0.34,0.19358999
NEAGI,Neelamalai Agro Industries Limited,,6,0,4,2,0,,0.0,0.223,0.067,
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,6,0,3,3,0,33.2223,0.0,0.122,0.067,0.17851
BAYERCROP,Bayer CropScience Limited,Basic Materials,6,0,5,1,0,29.154156,0.0,0.047,1.798,
COCKERILL,John Cockerill India Limited,Industrials,6,0,5,0,1,249.99998,0.0,0.411,,0.05015
KISSHT,KISSHT,Financial Services,6,1,0,3,2,20.573978,0.0,,,0.17743
KPITTECH,KPIT Technologies Limited,Technology,6,1,2,2,1,30.214684,0.0,0.12,-0.333,0.1973
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,6,1,2,1,2,28.329508,0.0,0.053,0.057,0.14602
ERIS,Eris Lifesciences Limited,Healthcare,6,0,5,1,0,43.479225,0.0,0.109,0.191,
ATGL,Adani Total Gas Limited,Utilities,6,0,4,2,0,103.05184,0.0,0.161,0.085,0.14456001
ARVINDFASN,Arvind Fashions Limited,Consumer Cyclical,6,0,3,2,1,46.95558,0.0,0.154,,0.15903
ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare,6,0,6,0,0,105.264145,0.0,0.389,0.057,
BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,6,3,0,0,3,146.2143,0.0,-0.219,,
INNOVISION,INNOVISION,Industrials,6,1,5,0,0,25.052717,0.0,0.021,0.845,
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,6,3,3,0,0,,0.0,0.161,,
KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,6,0,5,0,1,40.487213,0.0,0.111,0.166,
CERA,Cera Sanitaryware Limited,Industrials,6,0,3,1,2,35.58664,0.0,0.2,-0.097,0.14376001
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,6,5,1,0,0,19.012257,22.4,0.097,-0.436,
BAJAJINDEF,BAJAJINDEF,Industrials,6,2,2,1,1,33.333332,0.0,0.132,-0.301,
CELLO,Cello World Limited,Consumer Cyclical,6,2,0,1,3,28.418037,0.0,0.002,-0.278,
JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,6,3,3,0,0,36.36247,0.0,0.165,-0.447,
KSHINTL,KSHINTL,Industrials,5,0,5,0,0,45.668583,0.0,0.585,-0.119,
MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,5,0,4,1,0,69.396255,0.0,0.158,0.088,
ARIHANTCAP,Arihant Capital Markets Limited,Financial Services,5,3,0,2,0,19.62216,0.0,-0.089,-0.58,
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,5,3,0,0,2,27.096905,0.0,-0.005,-0.163,0.01682
DNAMEDIA,Diligent Media Corporation Limited,Communication Services,5,4,0,1,0,29.7,0.0,-0.178,,
JTEKTINDIA,JTEKT India Limited,Consumer Cyclical,5,1,4,0,0,47.65592,0.0,0.149,0.141,
IPCALAB,Ipca Laboratories Limited,Healthcare,5,1,4,0,0,44.84493,0.0,0.066,0.236,
ASHOKLEY,Ashok Leyland Limited,Industrials,5,1,4,0,0,27.150711,0.0,0.236,0.066,
ICEMAKE,Ice Make Refrigeration Limited,Industrials,5,0,5,0,0,87.705475,0.0,0.387,-0.489,
ESSENTIA,Integra Essentia Limited,Consumer Defensive,5,3,2,0,0,56.666668,0.0,0.124,0.0,
PARKHOTELS,PARKHOTELS,Consumer Cyclical,5,2,2,1,0,31.505291,0.0,0.127,-0.252,
COMPUSOFT,Compucom Software Limited,Consumer Defensive,5,3,2,0,0,39.705883,0.0,0.104,,
HPAL,HP Adhesives Limited,Basic Materials,5,3,0,0,2,24.704699,0.0,-0.13,,0.03751
CPEDU,Career Point Edutech Ltd.,Consumer Defensive,5,5,0,0,0,15.9034195,34.0,,,
MCCHRLS-B,Mac Charles (India) Limited,,5,0,5,0,0,,0.0,10.822,,
BIGBLOC,Bigbloc Construction Limited,Industrials,5,0,5,0,0,,0.0,0.281,-0.133,
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,5,0,5,0,0,98.075264,0.0,-0.035,1.754,
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,5,2,1,0,2,30.504122,0.0,0.075,0.04,0.08796
BDL,Bharat Dynamics Limited,Industrials,5,0,0,2,3,84.045654,0.0,-0.319,-0.504,
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,5,3,2,0,0,20.625355,0.0,0.145,-0.208,
A2ZINFRA,A2Z Infra Engineering Limited,Industrials,5,0,5,0,0,107.28572,0.0,0.289,,
IDEA,Vodafone Idea Limited,Communication Services,5,3,0,2,0,,0.0,0.044,,
ASALCBR,Associated Alcohols & Breweries Limited,Consumer Defensive,5,5,0,0,0,18.658617,22.5,-0.204,0.001,
KIRANVYPAR,Kiran Vyapar Limited,,5,3,2,0,0,,0.0,0.128,,
CINELINE,Cineline India Limited,Communication Services,5,2,3,0,0,,0.0,0.154,,0.077259995
NITIRAJ,Nitiraj Engineers Limited,Technology,5,2,0,0,3,124.956245,0.0,-0.695,-0.94,
ELCIDIN,Elcid Investments Limited,,5,3,0,2,0,,0.0,,,0.010620001
AHLEAST,Asian Hotels (East) Limited,Consumer Cyclical,5,3,2,0,0,,0.0,0.134,,
CUMMINSIND,Cummins India Limited,Industrials,5,0,0,2,3,66.66667,0.0,-0.013,-0.13,
HNDFDS,Hindustan Foods Limited,Industrials,5,0,5,0,0,45.23044,0.0,0.135,0.238,
KOTIC,Kothari Industrial Corporation Limited,,5,0,5,0,0,,0.0,1.019,,
BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,5,3,1,0,1,24.449478,0.0,0.075,-0.307,0.095410004
APOLSINHOT,Apollo Sindoori Hotels Limited,Industrials,5,3,2,0,0,29.155998,0.0,0.145,-0.593,
GAYAHWS,Gayatri Highways Limited,Industrials,5,3,0,2,0,47.399998,0.0,-0.748,,
BODALCHEM,Bodal Chemicals Limited,Basic Materials,5,3,2,0,0,28.258331,0.0,0.104,-0.953,
GOODLUCK,Goodluck India Limited,Basic Materials,5,2,3,0,0,26.043505,0.0,0.101,0.059,
GREENPANEL,Greenpanel Industries Limited,Basic Materials,5,2,1,0,2,,0.0,0.077,-0.954,-0.02125
MIDWESTLTD,MIDWESTLTD,Basic Materials,5,0,3,2,0,41.32298,0.0,0.1,0.135,
KOPRAN,Kopran Limited,Healthcare,5,2,3,0,0,45.707603,0.0,0.169,-0.102,
ELITECON,Elitecon International Limited,,5,0,5,0,0,,0.0,17.5,-0.941,
DCXINDIA,DCX Systems Limited,Industrials,5,2,0,0,3,164.11765,0.0,-0.395,,
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,5,0,3,1,1,84.76296,0.0,0.175,-0.179,0.11603
DAVANGERE,Davangere Sugar Company Limited,Consumer Defensive,5,3,2,0,0,77.8,0.0,0.13,,
JKPAPER,JK Paper Limited,Basic Materials,5,4,1,0,0,27.183048,0.0,0.08,-0.583,
AMBER,Amber Enterprises India Limited,Consumer Cyclical,5,0,4,0,1,181.8211,0.0,0.137,0.113,0.05583
ALBERTDAVD,Albert David Limited,Healthcare,5,3,0,0,2,42.729694,0.0,-0.185,,-0.0038100001
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,5,5,0,0,0,13.858434,49.3,,,
NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,5,0,5,0,0,32.148514,0.0,0.189,0.135,
FACT,The Fertilisers and Chemicals Travancore Limited,Basic Materials,5,0,5,0,0,2006.1364,0.0,0.651,,
GOPAL,Gopal Snacks Limited,Consumer Defensive,5,0,5,0,0,908.28125,0.0,0.018,1.884,
GTECJAINX,G-Tec Jainx Education Limited,Consumer Defensive,5,0,5,0,0,,0.0,1.037,,
MAGNUM,Magnum Ventures Limited,Basic Materials,5,3,0,0,2,,0.0,-0.012,-0.969,-0.01646
ACEINTEG,Ace Integrated Solutions Limited,Industrials,5,3,0,0,2,,0.0,-0.923,,
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,5,3,0,2,0,35.984043,0.0,-0.011,-0.232,
INDIQUBE,INDIQUBE,Real Estate,5,0,5,0,0,,0.0,0.456,,
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,5,0,5,0,0,,0.0,0.497,,
KALYANI,Kalyani Commercials Limited,Consumer Cyclical,5,5,0,0,0,5.9215264,78.3,,,
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,5,0,2,3,0,57.130287,0.0,0.084,0.097,0.15099
CREST,Crest Ventures Limited,Financial Services,5,3,0,2,0,21.742243,0.0,-0.199,-0.233,
EQUIPPP,Equippp Social Impact Technologies Limited,Technology,5,0,5,0,0,211.71428,0.0,22.439,,
JSWHL,JSW Holdings Limited,Industrials,5,3,0,2,0,96.15564,0.0,-0.419,-0.51,
CARBORUNIV,Carborundum Universal Limited,Industrials,5,0,3,0,2,107.55122,0.0,0.168,,0.043670002
LUXIND,Lux Industries Limited,Consumer Cyclical,5,2,3,0,0,38.027817,0.0,0.217,-0.598,
OCCLLTD,OCCL Limited,Basic Materials,5,5,0,0,0,12.467655,49.1,,,
ACL,Andhra Cements Limited,Basic Materials,5,0,5,0,0,,0.0,0.817,,-0.59621
ATAM,Atam Valves Limited,Industrials,5,5,0,0,0,22.574535,22.8,-0.401,,
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,5,3,0,1,1,13.7028265,0.0,-0.034,-0.682,0.14169
GODAVARIB,GODAVARIB,Basic Materials,5,2,3,0,0,43.457058,0.0,0.028,0.229,
MAMATA,MAMATA,Industrials,5,3,0,2,0,23.37128,20.1,-0.085,-0.101,
NIRAJISPAT,Niraj Ispat Industries Limited,Consumer Cyclical,5,5,0,0,0,9.0414715,66.9,,,
BLIL,Balmer Lawrie Investments Limited,,5,3,0,2,0,,0.0,0.038,0.027,
KESORAMIND,Kesoram Industries Limited,Basic Materials,5,3,0,2,0,,0.0,-0.011,,
LEMERITE,LEMERITE,Consumer Cyclical,5,0,5,0,0,91.80664,0.0,-0.231,7.0,
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Industrials,5,3,0,2,0,,0.0,-0.93,,
IRB,IRB Infrastructure Developers Limited,Industrials,5,4,0,1,0,31.71875,0.0,-0.163,-0.965,
ARFIN,Arfin India Limited,Basic Materials,5,0,5,0,0,169.40741,0.0,0.042,0.611,
MUFIN,Mufin Green Finance Limited,Financial Services,5,0,3,2,0,92.38525,0.0,-0.065,0.206,
EIHOTEL,EIH Limited,Consumer Cyclical,5,2,1,2,0,30.68932,0.0,0.091,-0.08,
ORCHASP,Orchasp Limited,Technology,5,3,0,2,0,,0.0,-0.271,-0.531,
INFOMEDIA,Infomedia Press Limited,Financial Services,5,3,0,0,2,,0.0,,,
KAVDEFENCE,KAVDEFENCE,Technology,5,3,0,2,0,126.63265,0.0,-0.928,,
OLECTRA,Olectra Greentech Limited,Industrials,5,0,5,0,0,70.92836,0.0,0.288,0.002,
MICEL,MIC Electronics Limited,Technology,5,1,2,0,2,,0.0,0.133,,-0.05751
DENORA,De Nora India Limited,Industrials,5,2,1,0,2,41.32982,0.0,0.07,,0.07259
MOBIKWIK,MOBIKWIK,Technology,5,2,2,0,1,,0.0,0.105,,-0.11015
AEQUS,AEQUS,Industrials,5,0,5,0,0,,0.0,0.508,,
GCSL,Gretex Corporate Services Limited,Financial Services,5,2,0,1,2,,0.0,-0.292,,0.09791
ANIKINDS,Anik Industries Limited,Consumer Defensive,5,3,0,0,2,72.2459,0.0,-0.133,-0.985,0.07674
KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,5,0,5,0,0,101.014595,0.0,0.36,-0.583,0.09724
BNALTD,B & A Limited,,5,3,2,0,0,,0.0,0.101,,
BNAGROCHEM,BN Agrochem Limited,,5,0,5,0,0,,0.0,1.254,,
DGCONTENT,Digicontent Limited,Communication Services,5,2,3,0,0,26.742859,0.0,0.17,,
KRITIKA,Kritika Wires Limited,Basic Materials,5,3,0,0,2,21.034483,0.0,-0.383,-0.393,0.06346
