symbol,name,sector,fundamental_score,valuation_score,growth_score,quality_score,health_score,pe_ratio,pb_ratio,peg_ratio,roe,revenue_growth,earnings_growth,profit_margin,debt_to_equity,pe_score,pe_discount_pct,pb_score,peg_score,ev_ebitda_score,valuation_total,revenue_score,earnings_score,growth_total,roe_score,margin_score,roce_score,quality_total,de_score,current_ratio_score,fcf_score,health_total
ORIENTELEC,Orient Electric Limited,Consumer Cyclical,6.5,0.0,5,1.0,0.5,41.575554,5.245759,,0.13179,0.104,0.295,0.02873,12.281,0,-28.4,0.0,0.0,0,0.0,2,3,5,1.0,0.0,0,1.0,0.0,0,0.5,0.5
ARVINDFASN,Arvind Fashions Limited,Consumer Cyclical,6.5,1.0,3,1.5,1.0,46.478874,6.0663476,,0.15903,0.154,,0.0231,115.111,0,-43.6,0.0,0.0,1,1.0,3,0,3,1.5,0.0,0,1.5,0.0,0,1.0,1.0
AEGISLOG,AEGISLOG,Energy,6.5,0.0,5,1.5,0.0,31.913439,4.136477,,,0.011,0.424,0.103369996,28.45,0,-183.8,0.0,0.0,0,0.0,1,4,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
AFFLE,Affle 3i Limited,Communication Services,6.5,0.0,5,1.5,0.0,45.072685,6.2763,,,0.192,0.189,0.16945,1.18,0,-103.5,0.0,0.0,0,0.0,3,2,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,6.5,0.0,5,1.5,0.0,48.887894,8.922856,,,0.105,0.216,0.17977,1.075,0,-15.7,0.0,0.0,0,0.0,2,3,5,0.0,1.5,0,1.5,0.0,0,0.0,0.0
LAURUSLABS,Laurus Labs Limited,Healthcare,6.0,0.0,3,3.0,0.0,85.881226,15.115482,,0.17743,0.053,0.194,0.13046,46.369,0,-103.3,0.0,0.0,0,0.0,1,2,3,1.5,1.5,0,3.0,0.0,0,0.0,0.0
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,6.0,5.0,1,0.0,0.0,21.728394,1.3806397,0.05,,-0.062,0.014,0.01883,56.443,1,6.1,1.0,2.0,1,5.0,0,1,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
MINDACORP,Minda Corporation Limited,Consumer Cyclical,6.0,0.0,6,0.0,0.0,42.92079,5.0132513,,,0.246,0.321,0.04958,62.969,0,-32.6,0.0,0.0,0,0.0,3,3,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0
GSPL,Gujarat State Petronet Limited,,6.0,3.0,1,1.0,1.0,14.852548,1.3093646,,,-0.109,0.096,0.06461,0.876,0,0.0,1.0,0.0,2,3.0,0,1,1,0.0,1.0,0,1.0,1.0,0,0.0,1.0
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,6.0,0.0,5,1.0,0.0,63.8678,7.08522,,,0.151,0.158,0.06451,12.776,0,-51.2,0.0,0.0,0,0.0,3,2,5,0.0,1.0,0,1.0,0.0,0,0.0,0.0
SURYAROSNI,Surya Roshni Limited,Basic Materials,6.0,5.0,1,0.0,0.0,16.226868,2.0538201,,,0.032,-0.114,0.04222,4.928,3,29.8,1.0,0.0,1,5.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,6.0,1.0,2,2.0,1.0,30.675346,3.4669538,,0.116969995,0.107,-0.198,0.08222,28.275,0,-4.6,0.0,0.0,1,1.0,2,0,2,1.0,1.0,0,2.0,0.0,1,0.0,1.0
RAYMOND,Raymond Limited,Industrials,6.0,1.0,0,2.0,3.0,106.64683,1.1003454,,0.01472,,-0.991,2.31044,33.836,0,-141.6,1.0,0.0,0,1.0,0,0,0,0.0,2.0,0,2.0,0.0,1,2.0,3.0
WOCKPHARMA,Wockhardt Limited,Healthcare,6.0,0.0,4,1.0,1.0,124.24847,5.7528973,,0.04005,0.26,,0.06315,42.284,0,-194.1,0.0,0.0,0,0.0,4,0,4,0.0,1.0,0,1.0,0.0,1,0.0,1.0
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,6.0,1.0,2,1.0,2.0,29.643742,2.592695,,0.08796,0.075,0.04,0.07321,4.526,0,-28.2,1.0,0.0,0,1.0,1,1,2,0.0,1.0,0,1.0,0.0,1,1.0,2.0
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,6.0,0.0,5,1.0,0.0,63.8678,7.08522,,,0.151,0.158,0.06451,12.776,0,-51.2,0.0,0.0,0,0.0,3,2,5,0.0,1.0,0,1.0,0.0,0,0.0,0.0
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,6.0,1.0,2,1.0,2.0,29.643742,2.592695,,0.08796,0.075,0.04,0.07321,4.526,0,-28.2,1.0,0.0,0,1.0,1,1,2,0.0,1.0,0,1.0,0.0,1,1.0,2.0
THERMAX,Thermax Limited,Industrials,6.0,0.0,4,2.0,0.0,68.85875,9.84949,,0.13691,0.129,0.187,0.06573,42.166,0,-56.0,0.0,0.0,0,0.0,2,2,4,1.0,1.0,0,2.0,0.0,0,0.0,0.0
VTL,Vardhman Textiles Limited,Consumer Cyclical,6.0,4.0,0,1.0,1.0,23.468452,1.720315,,0.07329,-0.004,-0.223,0.07551,17.52,3,27.5,1.0,0.0,0,4.0,0,0,0,0.0,1.0,0,1.0,0.0,1,0.0,1.0
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,6.0,3.0,2,1.0,0.0,29.599293,0.69772303,,,0.142,-0.047,0.06843,2.465,0,-33.6,2.0,0.0,1,3.0,2,0,2,0.0,1.0,0,1.0,0.0,0,0.0,0.0
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,6.0,1.0,5,0.0,0.0,,1.9110008,,,2.156,,-0.0072399997,64.493,0,,1.0,0.0,0,1.0,5,0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0
RPSGVENT,RPSG Ventures Limited,Technology,6.0,3.0,3,0.0,0.0,,1.180415,,,0.156,,-0.00856,135.449,0,,1.0,0.0,2,3.0,3,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
KPITTECH,KPIT Technologies Limited,Technology,6.0,0.0,2,2.5,1.5,31.945875,5.7176023,,0.1973,0.12,-0.335,0.09874,23.624,0,-8.9,0.0,0.0,0,0.0,2,0,2,1.5,1.0,0,2.5,0.0,0,1.5,1.5
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,6.0,3.0,2,1.0,0.0,29.599293,0.69772303,,,0.142,-0.047,0.06843,2.465,0,-33.6,2.0,0.0,1,3.0,2,0,2,0.0,1.0,0,1.0,0.0,0,0.0,0.0
LTTS,L&T Technology Services Limited,Technology,6.0,0.0,1,3.0,2.0,30.719904,6.0859456,,0.19540001,-0.042,0.067,0.116330005,8.911,0,-4.7,0.0,0.0,0,0.0,0,1,1,1.5,1.5,0,3.0,0.0,1,1.0,2.0
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,5.5,0.0,2,3.0,0.5,56.277534,8.255717,1.5,0.15099,0.084,0.097,0.12264,34.899,0,-29.1,0.0,0.0,0,0.0,1,1,2,1.5,1.5,0,3.0,0.0,0,0.5,0.5
NOCIL,NOCIL Limited,Basic Materials,5.5,1.0,1,0.0,3.5,51.17523,1.5919664,,0.03147,0.013,-0.192,0.04152,0.453,0,-121.2,1.0,0.0,0,1.0,1,0,1,0.0,0.0,0,0.0,1.5,1,1.0,3.5
GRAPHITE,Graphite India Limited,Industrials,5.5,1.0,3,1.5,0.0,45.251057,2.5034723,,,0.228,,0.121800005,4.572,0,-2.5,1.0,0.0,0,1.0,3,0,3,0.0,1.5,0,1.5,0.0,0,0.0,0.0
STLTECH,Sterlite Technologies Limited,Technology,5.5,0.0,5,0.0,0.5,351.66666,9.524828,,0.026300002,12.856,,0.0117999995,85.626,0,-1098.7,0.0,0.0,0,0.0,5,0,5,0.0,0.0,0,0.0,0.0,0,0.5,0.5
WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical,5.5,0.0,5,0.0,0.5,225.92683,11.572385,,0.05289,0.079,0.5,0.01243,291.521,0,-597.8,0.0,0.0,0,0.0,1,4,5,0.0,0.0,0,0.0,0.0,0,0.5,0.5
ADANIENT,Adani Enterprises Limited,Energy,5.0,0.0,3,2.0,0.0,36.97422,4.346148,,0.13664,0.203,,0.09295999,119.56,0,-228.8,0.0,0.0,0,0.0,3,0,3,1.0,1.0,0,2.0,0.0,0,0.0,0.0
EXIDEIND,Exide Industries Limited,Consumer Cyclical,5.0,1.0,3,0.0,1.0,34.29353,2.1088152,,0.06172,0.092,0.15,0.047470003,11.308,0,-5.9,1.0,0.0,0,1.0,1,2,3,0.0,0.0,0,0.0,0.0,0,1.0,1.0
PVP,PVP Ventures Limited,Industrials,5.0,0.0,5,0.0,0.0,,3.0473552,,,4.636,,-0.120349996,77.376,0,,0.0,0.0,0,0.0,5,0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,5.0,0.0,2,2.0,1.0,28.680546,3.585744,,0.14602,0.053,0.057,0.06568,256.36,0,-46.2,0.0,0.0,0,0.0,1,1,2,1.0,1.0,0,2.0,0.0,1,0.0,1.0
SASKEN,Sasken Technologies Limited,Technology,5.0,0.0,5,0.0,0.0,49.561775,3.313161,,,0.731,-0.145,0.040949997,3.242,0,-68.9,0.0,0.0,0,0.0,5,0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0
JKPAPER,JK Paper Limited,Basic Materials,5.0,4.0,1,0.0,0.0,26.522184,1.201405,0.3,,0.08,-0.583,0.03822,37.239,0,-14.7,1.0,2.0,1,4.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
DIVISLAB,Divi's Laboratories Limited,Healthcare,5.0,0.0,2,2.0,1.0,73.81461,11.897712,,,0.123,-0.01,0.24035,0.584,0,-74.7,0.0,0.0,0,0.0,2,0,2,0.0,2.0,0,2.0,1.0,0,0.0,1.0
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,5.0,1.0,0,2.0,2.0,36.06915,1.244654,,,-0.011,-0.232,0.32775003,,0,-83.9,1.0,0.0,0,1.0,0,0,0,0.0,2.0,0,2.0,2.0,0,0.0,2.0
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,5.0,5.0,0,0.0,0.0,24.665905,1.5014207,,,-0.215,-0.443,0.038900003,31.207,4,44.1,1.0,0.0,0,5.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
BEML,BEML Limited,Industrials,5.0,1.0,3,1.0,0.0,61.144962,5.4334183,1.06,,0.237,,0.05919,23.787,0,-38.5,0.0,1.0,0,1.0,3,0,3,0.0,1.0,0,1.0,0.0,0,0.0,0.0
SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical,5.0,1.0,2,0.0,2.0,,12.692498,,-0.1179,0.137,,-0.00716,1139.713,0,,0.0,0.0,1,1.0,2,0,2,0.0,0.0,0,0.0,0.0,0,2.0,2.0
RALLIS,Rallis India Limited,Basic Materials,5.0,1.0,1,1.0,2.0,26.483633,2.3836906,,0.09323,0.061,,0.06351,2.986,0,-14.5,1.0,0.0,0,1.0,1,0,1,0.0,1.0,0,1.0,0.0,1,1.0,2.0
MANKIND,Mankind Pharma Limited,Healthcare,4.5,0.0,3,1.5,0.0,57.7258,6.7319717,,,0.104,0.048,0.12788,53.892,0,-36.7,0.0,0.0,0,0.0,2,1,3,0.0,1.5,0,1.5,0.0,0,0.0,0.0
SBILIFE,SBI Life Insurance Company Limited,Financial Services,4.5,0.0,0,1.0,3.5,76.60424,9.9218445,,0.13697,-0.822,-0.011,0.022,,0,-290.5,0.0,0.0,0,0.0,0,0,0,1.0,0.0,0,1.0,2.0,1,0.5,3.5
CARBORUNIV,Carborundum Universal Limited,Industrials,4.5,0.0,3,0.0,1.5,104.28294,5.2195334,,0.043670002,0.168,,0.03689,10.292,0,-136.3,0.0,0.0,0,0.0,3,0,3,0.0,0.0,0,0.0,0.0,1,0.5,1.5
TRITURBINE,Triveni Turbine Limited,Industrials,4.5,0.0,3,1.5,0.0,58.110203,15.597574,,,0.24,-0.01,0.16752,2.946,0,-31.7,0.0,0.0,0,0.0,3,0,3,0.0,1.5,0,1.5,0.0,0,0.0,0.0
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,4.5,1.0,1,2.0,0.5,40.971672,4.642105,1.22,0.10593,0.03,,0.092259996,29.432,0,-77.1,0.0,1.0,0,1.0,1,0,1,1.0,1.0,0,2.0,0.0,0,0.5,0.5
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,4.5,1.0,1,2.0,0.5,40.971672,4.642105,1.22,0.10593,0.03,,0.092259996,29.432,0,-77.1,0.0,1.0,0,1.0,1,0,1,1.0,1.0,0,2.0,0.0,0,0.5,0.5
TATACOMM,Tata Communications Limited,Communication Services,4.0,0.0,1,2.0,1.0,45.062943,16.486609,,0.31131,0.094,-0.747,0.04038,335.485,0,-103.4,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0,2.0,0.0,0,1.0,1.0
LUXIND,Lux Industries Limited,Consumer Cyclical,4.0,1.0,3,0.0,0.0,37.800392,2.2955096,,,0.217,-0.598,0.03759,32.661,0,-16.8,1.0,0.0,0,1.0,3,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
WINDMACHIN,Windsor Machines Limited,Industrials,4.0,0.0,4,0.0,0.0,3132.222,3.2565498,,,0.252,,-0.028199999,5.437,0,-6996.2,0.0,0.0,0,0.0,4,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,4.0,0.0,2,2.0,0.0,44.814663,37.6184,,,0.017,0.003,0.22483,3.791,0,-2.8,0.0,0.0,0,0.0,1,1,2,0.0,2.0,0,2.0,0.0,0,0.0,0.0
TATACOMM,Tata Communications Limited,Communication Services,4.0,0.0,1,2.0,1.0,45.062943,16.486609,,0.31131,0.094,-0.747,0.04038,335.485,0,-103.4,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0,2.0,0.0,0,1.0,1.0
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,4.0,0.0,4,0.0,0.0,40.70898,3.7544973,,,0.145,0.164,0.028299998,49.937,0,-25.7,0.0,0.0,0,0.0,2,2,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0
GABRIEL,Gabriel India Limited,Consumer Cyclical,4.0,0.0,3,1.0,0.0,,12.309924,,,0.159,-0.089,0.05519,8.126,0,,0.0,0.0,0,0.0,3,0,3,0.0,1.0,0,1.0,0.0,0,0.0,0.0
RELIGARE,Religare Enterprises Limited,Financial Services,4.0,1.0,3,0.0,0.0,86.7577,2.5764706,,0.02001,0.221,-0.169,0.01012,12.72,0,-342.3,1.0,0.0,0,1.0,3,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
NETWORK18,Network18 Media & Investments Limited,Communication Services,4.0,2.0,1,1.0,0.0,32.0404,0.98420674,,0.031689998,0.097,,0.07177,65.925,0,-44.6,2.0,0.0,0,2.0,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,4.0,0.0,2,2.0,0.0,44.814663,37.6184,,,0.017,0.003,0.22483,3.791,0,-2.8,0.0,0.0,0,0.0,1,1,2,0.0,2.0,0,2.0,0.0,0,0.0,0.0
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,4.0,0.0,3,1.0,0.0,121.90989,45.17639,,,0.201,-0.121,0.084910005,80.084,0,-176.2,0.0,0.0,0,0.0,3,0,3,0.0,1.0,0,1.0,0.0,0,0.0,0.0
DISHTV,Dish TV India Limited,Communication Services,4.0,2.0,0,0.0,2.0,,-0.18676567,,,-0.198,,-0.71690005,,0,,0.0,0.0,2,2.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,2.0
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,4.0,3.0,0,1.0,0.0,13.257743,1.9154452,,0.14169,-0.034,-0.682,0.021710001,108.059,0,-17.9,1.0,0.0,2,3.0,0,0,0,1.0,0.0,0,1.0,0.0,0,0.0,0.0
RPOWER,Reliance Power Limited,Utilities,4.0,3.0,1,0.0,0.0,38.728573,0.6792954,,,0.011,-0.381,0.03667,92.224,0,-30.4,2.0,0.0,1,3.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
EIHOTEL,EIH Limited,Consumer Cyclical,4.0,1.0,1,2.0,0.0,31.70554,4.3338203,,,0.091,-0.08,0.21992001,5.176,1,2.1,0.0,0.0,0,1.0,1,0,1,0.0,2.0,0,2.0,0.0,0,0.0,0.0
DIXON,Dixon Technologies (India) Limited,Technology,3.5,0.0,1,2.0,0.5,40.994434,12.306664,,0.37133,0.021,-0.361,0.02944,18.457,0,-39.7,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0,2.0,0.0,0,0.5,0.5
DIXON,Dixon Technologies (India) Limited,Technology,3.5,0.0,1,2.0,0.5,40.994434,12.306664,,0.37133,0.021,-0.361,0.02944,18.457,0,-39.7,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0,2.0,0.0,0,0.5,0.5
TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,3.5,1.5,2,0.0,0.0,86.118416,3.7702694,0.94,,0.102,-0.438,0.02873,9.993,0,-166.0,0.0,1.5,0,1.5,2,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0
GRINDWELL,Grindwell Norton Limited,Industrials,3.5,0.0,2,1.5,0.0,50.077335,9.115399,,,0.071,0.097,0.13231,3.481,0,-13.5,0.0,0.0,0,0.0,1,1,2,0.0,1.5,0,1.5,0.0,0,0.0,0.0
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,3.5,0.0,2,1.5,0.0,39.67266,7.0626283,,,0.143,0.0,0.15636,109.554,0,-22.5,0.0,0.0,0,0.0,2,0,2,0.0,1.5,0,1.5,0.0,0,0.0,0.0
KSB,KSB Limited,Industrials,3.5,0.0,1,1.0,1.5,56.49123,8.688613,,,0.01,-0.232,0.09575,0.31,0,-28.0,0.0,0.0,0,0.0,1,0,1,0.0,1.0,0,1.0,1.5,0,0.0,1.5
COCHINSHIP,Cochin Shipyard Limited,Industrials,3.5,0.0,0,2.5,1.0,54.684288,6.8737974,,0.12517,-0.066,-0.038,0.13196,28.466,0,-23.9,0.0,0.0,0,0.0,0,0,0,1.0,1.5,0,2.5,0.0,0,1.0,1.0
BDL,Bharat Dynamics Limited,Industrials,3.5,0.0,0,1.5,2.0,82.81566,11.401108,,,-0.319,-0.504,0.15512,0.029,0,-87.6,0.0,0.0,0,0.0,0,0,0,0.0,1.5,0,1.5,2.0,0,0.0,2.0
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,3.0,2.0,1,0.0,0.0,32.362907,1.3207626,,,0.04,-0.396,0.042340003,6.334,1,0.0,1.0,0.0,0,2.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,3.0,2.0,1,0.0,0.0,32.362907,1.3207626,,,0.04,-0.396,0.042340003,6.334,1,0.0,1.0,0.0,0,2.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
CUMMINSIND,Cummins India Limited,Industrials,3.0,0.0,0,1.5,1.5,64.80819,18.44758,,,-0.013,-0.13,0.19322,0.308,0,-46.8,0.0,0.0,0,0.0,0,0,0,0.0,1.5,0,1.5,1.5,0,0.0,1.5
TRIDENT,Trident Limited,Consumer Cyclical,3.0,2.0,0,1.0,0.0,30.550001,2.6730833,,,-0.056,-0.4,0.058909997,34.742,1,5.6,1.0,0.0,0,2.0,0,0,0,0.0,1.0,0,1.0,0.0,0,0.0,0.0
SYNGENE,Syngene International Limited,Healthcare,3.0,0.0,1,1.0,1.0,54.053898,3.9998133,,0.06621,0.018,-0.195,0.084709994,9.473,0,-28.0,0.0,0.0,0,0.0,1,0,1,0.0,1.0,0,1.0,0.0,0,1.0,1.0
SUBEXLTD,Subex Limited,Technology,3.0,1.0,2,0.0,0.0,514.5,1.8238213,,,0.14,,0.00361,8.247,0,-1653.8,1.0,0.0,0,1.0,2,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,3.0,0.0,3,0.0,0.0,84.26897,3.9165974,,,-0.008,0.26,0.02535,93.47,0,-264.3,0.0,0.0,0,0.0,0,3,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
TIINDIA,Tube Investments of India Limited,Industrials,3.0,0.0,3,0.0,0.0,87.80206,7.440623,,,0.207,-0.142,0.028169999,27.724,0,-98.9,0.0,0.0,0,0.0,3,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,3.0,0.0,3,0.0,0.0,97.72727,13.734828,,,0.203,,0.0434,2.655,0,-201.9,0.0,0.0,0,0.0,3,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,3.0,0.0,3,0.0,0.0,97.72727,13.734828,,,0.203,,0.0434,2.655,0,-201.9,0.0,0.0,0,0.0,3,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,3.0,0.0,1,1.0,1.0,44.709087,4.462512,,0.09751,-0.024,0.085,0.06928,27.903,0,-93.3,0.0,0.0,0,0.0,0,1,1,0.0,1.0,0,1.0,0.0,1,0.0,1.0
VISHNU,Vishnu Chemicals Limited,Basic Materials,3.0,0.0,2,1.0,0.0,28.49741,4.0752816,,,0.108,-0.044,0.08879,41.813,0,-23.2,0.0,0.0,0,0.0,2,0,2,0.0,1.0,0,1.0,0.0,0,0.0,0.0
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,3.0,0.0,1,1.0,1.0,44.709087,4.462512,,0.09751,-0.024,0.085,0.06928,27.903,0,-93.3,0.0,0.0,0,0.0,0,1,1,0.0,1.0,0,1.0,0.0,1,0.0,1.0
SYNGENE,Syngene International Limited,Healthcare,3.0,0.0,1,1.0,1.0,54.053898,3.9998133,,0.06621,0.018,-0.195,0.084709994,9.473,0,-28.0,0.0,0.0,0,0.0,1,0,1,0.0,1.0,0,1.0,0.0,0,1.0,1.0
TIINDIA,Tube Investments of India Limited,Industrials,3.0,0.0,3,0.0,0.0,87.80206,7.440623,,,0.207,-0.142,0.028169999,27.724,0,-98.9,0.0,0.0,0,0.0,3,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0
RENUKA,Shree Renuka Sugars Limited,Consumer Defensive,3.0,1.0,0,0.0,2.0,,-1.9330884,1.01,,-0.061,,-0.08647,,0,,0.0,1.0,0,1.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,2.0
RESPONIND,Responsive Industries Limited,Basic Materials,2.5,1.0,0,1.5,0.0,24.151112,2.9502146,,,-0.154,-0.523,0.13376,13.937,0,-4.4,1.0,0.0,0,1.0,0,0,0,0.0,1.5,0,1.5,0.0,0,0.0,0.0
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,2.0,0.0,1,1.0,0.0,42.130306,3.3784182,,,0.002,-0.197,0.06342,10.214,0,-30.1,0.0,0.0,0,0.0,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
TATAPOWER,Tata Power Company Limited,Utilities,2.0,0.0,0,2.0,0.0,35.37937,3.5026712,,0.11336,-0.128,-0.046,0.06002,167.811,0,-19.1,0.0,0.0,0,0.0,0,0,0,1.0,1.0,0,2.0,0.0,0,0.0,0.0
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,2.0,0.0,0,0.0,2.0,,-17.188675,,,-0.433,,0.0,,0,,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,2.0
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,2.0,1.0,1,0.0,0.0,93.006905,2.7372038,,,0.025,-0.323,0.01641,30.826,0,-187.3,1.0,0.0,0,1.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,2.0,0.0,1,1.0,0.0,,5.5395184,,,0.073,-0.105,0.058590002,4.826,0,,0.0,0.0,0,0.0,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
OMAXE,Omaxe Limited,Real Estate,2.0,0.0,0,0.0,2.0,,-2.4552648,,,-0.305,,-0.52015,,0,,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,2.0,0,0.0,2.0
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,2.0,0.0,1,1.0,0.0,,5.5395184,,,0.073,-0.105,0.058590002,4.826,0,,0.0,0.0,0,0.0,1,0,1,0.0,1.0,0,1.0,0.0,0,0.0,0.0
TATAPOWER,Tata Power Company Limited,Utilities,2.0,0.0,0,2.0,0.0,35.37937,3.5026712,,0.11336,-0.128,-0.046,0.06002,167.811,0,-19.1,0.0,0.0,0,0.0,0,0,0,1.0,1.0,0,2.0,0.0,0,0.0,0.0
PCBL,PCBL Chemical Limited,Basic Materials,2.0,1.0,0,0.0,1.0,40.465973,2.6943836,,0.05125,-0.01,-0.613,0.02416,124.132,0,-74.9,1.0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.0,1.0
PIIND,PI Industries Limited,Basic Materials,2.0,0.0,0,2.0,0.0,32.656773,4.3781466,,,-0.276,-0.164,0.20922,2.237,0,-41.2,0.0,0.0,0,0.0,0,0,0,0.0,2.0,0,2.0,0.0,0,0.0,0.0
TORNTPOWER,Torrent Power Limited,Utilities,2.0,0.0,0,2.0,0.0,30.84601,3.9659429,,0.13022,-0.008,-0.7,0.08342,70.885,0,-3.9,0.0,0.0,0,0.0,0,0,0,1.0,1.0,0,2.0,0.0,0,0.0,0.0
VOLTAS,Voltas Limited,Consumer Cyclical,1.5,0.0,1,0.0,0.5,114.26316,6.8088083,,0.057189997,0.025,-0.518,0.02639,15.51,0,-252.9,0.0,0.0,0,0.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.5,0.5
UBL,United Breweries Limited,Consumer Defensive,1.5,0.0,1,0.0,0.5,86.54044,8.205331,,0.09292,-0.031,0.043,0.04472,29.076,0,-98.5,0.0,0.0,0,0.0,0,1,1,0.0,0.0,0,0.0,0.0,0,0.5,0.5
GPIL,Godawari Power & Ispat Limited,Basic Materials,1.5,0.0,0,1.5,0.0,24.70663,3.4075315,,,-0.122,-0.038,0.14163,3.643,0,-6.8,0.0,0.0,0,0.0,0,0,0,0.0,1.5,0,1.5,0.0,0,0.0,0.0
VIPIND,V.I.P. Industries Limited,Consumer Cyclical,1.5,0.0,0,0.0,1.5,,9.0616865,,-0.74644,-0.11,,-0.17975001,254.843,0,,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.5,1.5
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,1.5,0.0,0,1.5,0.0,43.986866,7.322787,,,-0.115,-0.126,0.16429001,1.82,0,-90.2,0.0,0.0,0,0.0,0,0,0,0.0,1.5,0,1.5,0.0,0,0.0,0.0
SYMPHONY,Symphony Limited,Consumer Cyclical,1.0,0.0,0,0.0,1.0,,6.337644,,-0.216,-0.28,,-0.11829001,31.743,0,,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0.0,1.0
